target_id	length	eff_length	est_counts	tpm
BGER000051-RA	474	88.7048	13	8.53328
BGER000052-RA	1572	1064.67	56	3.06262
BGER000053-RA	411	61.7173	1	0.943437
BGER000054-RA	1299	791.669	125	9.19362
BGER000055-RA	1638	1130.67	139.907	7.20483
BGER000056-RA	456	80.2259	1	0.72578
BGER000057-RA	1743	1235.67	333	15.6914
BGER000058-RA	953	446.516	312	40.6853
BGER000059-RA	1173	665.669	0	0
BGER000060-RA	543	119.713	2	0.972769
BGER000061-RA	342	37.3734	31.6652	49.3332
BGER000062-RA	570	133.512	7	3.0528
BGER000063-RA	693	214.138	1	0.27191
BGER000064-RA	757	265.084	5	1.09826
BGER000065-RA	357	41.2998	34	47.9348
BGER000066-RA	885	381.529	118	18.0084
BGER000067-RA	1017	509.669	0	0
BGER000068-RA	867	364.662	0	0
BGER000069-RA	686	208.995	75	20.8951
BGER000070-RA	1686	1178.67	3	0.1482
BGER000071-RA	996	488.718	1	0.119141
BGER000072-RA	276	47.0833	0	0
BGER000073-RA	586	142.762	423	172.523
BGER000074-RA	969	462.334	281	35.3892
BGER000075-RA	177	56	157	163.242
BGER000076-RA	1119	611.669	64	6.09233
BGER000077-RA	213	55.2667	21	22.1246
BGER000078-RA	993	485.766	11	1.31852
BGER000079-RA	1549	1041.67	197	11.0118
BGER000080-RA	3908	3400.67	741.91	12.703
BGER000081-RA	1530	1022.67	208	11.8426
BGER000082-RA	561	128.742	68	30.7545
BGER000083-RA	909	404.419	58	8.35057
BGER000084-RA	261	51.3523	0	0
BGER000085-RA	1342	834.669	242	16.8819
BGER000086-RA	834	333.543	573	100.028
BGER000087-RA	1374	866.669	8	0.537473
BGER000088-RA	1032	524.669	10	1.10977
BGER000089-RA	543	119.713	0	0
BGER000090-RA	1061	553.669	577	60.68
BGER000091-RA	225	49.8571	0	0
BGER000092-RA	2790	2282.67	2	0.0510161
BGER000093-RA	222	49.225	0	0
BGER000094-RA	222	49.225	0	0
BGER000095-RA	222	49.225	0	0
BGER000096-RA	222	49.225	0	0
BGER000097-RA	1078	570.669	89	9.08084
BGER000098-RA	783	287.293	55	11.147
BGER000099-RA	1044	536.669	47	5.09931
BGER000100-RA	912	407.256	75	10.7229
BGER000101-RA	419	65.4334	369	328.357
BGER000102-RA	2859	2351.67	427.547	10.5859
BGER000103-RA	973	466.241	658	82.1742
BGER000104-RA	1534	1026.67	17	0.964136
BGER000105-RA	1311	803.669	329	23.8363
BGER000106-RA	654	185.272	26	8.17114
BGER000107-RA	1224	716.669	34	2.76236
BGER000108-RA	831	330.678	16	2.81731
BGER000109-RA	660	189.839	379	116.245
BGER000110-RA	864	361.772	0	0
BGER000111-RA	824	324.177	183	32.8692
BGER000112-RA	621	163.617	595	211.743
BGER000113-RA	1851	1343.67	78.7928	3.4144
BGER000114-RA	705	222.9	49	12.7999
BGER000115-RA	3927	3419.67	230	3.91619
BGER000116-RA	1983	1475.67	128	5.05058
BGER000117-RA	828	327.845	687	122.014
BGER000118-RA	4470	3962.67	638	9.3746
BGER000119-RA	1711	1203.67	856.915	41.4525
BGER000120-RA	2451	1943.67	8	0.239656
BGER000121-RA	1489	981.669	6	0.355882
BGER000122-RA	830	329.711	3	0.529794
BGER000123-RA	552	124.023	5	2.3474
BGER000124-RA	1339	831.669	23	1.61027
BGER000125-RA	6621	6113.67	267	2.5429
BGER000126-RA	552	124.023	0	0
BGER000127-RA	486	93.5482	2	1.24484
BGER000128-RA	684	207.344	9	2.52738
BGER000129-RA	1020	512.669	15	1.70363
BGER000130-RA	1923	1415.67	320	13.1616
BGER000131-RA	867	364.662	158	25.2282
BGER000132-RA	394	54.7405	0	0
BGER000133-RA	621	163.617	0	0
BGER000134-RA	582	140.31	20	8.29965
BGER000135-RA	2154	1646.67	46	1.62657
BGER000136-RA	1002	494.669	0	0
BGER000137-RA	525	111.104	0	0
BGER000138-RA	1263	755.669	11	0.847581
BGER000139-RA	1433	925.669	176	11.0707
BGER000140-RA	2232	1724.67	1018	34.3686
BGER000141-RA	396	55.6535	49	51.2653
BGER000142-RA	1402	894.669	3	0.195245
BGER000143-RA	3009	2501.67	2	0.04655
BGER000144-RA	1119	611.669	1	0.0951927
BGER000145-RA	3018	2510.67	46	1.06681
BGER000146-RA	624	165.336	123	43.3168
BGER000147-RA	333	33.2868	0	0
BGER000148-RA	2621	2113.67	27	0.743784
BGER000149-RA	2187	1679.67	16	0.554646
BGER000150-RA	1392	884.669	36	2.36942
BGER000151-RA	1820	1312.67	485	21.5133
BGER000152-RA	2303	1795.67	110	3.56686
BGER000153-RA	2305	1797.67	2	0.0647799
BGER000154-RA	785	289.026	557	112.212
BGER000155-RA	1716	1208.67	237	11.4172
BGER000156-RA	2253	1745.67	189	6.30405
BGER000157-RA	1002	494.669	128	15.0666
BGER000158-RA	305	32.5618	3	5.36454
BGER000159-RA	1350	842.669	536	37.0363
BGER000160-RA	507	103.205	81	45.6988
BGER000161-RA	1110	602.669	19	1.83567
BGER000162-RA	1716	1208.67	0	0
BGER000163-RA	222	49.225	0	0
BGER000164-RA	1494	986.669	499	29.4475
BGER000165-RA	3663	3155.67	355.819	6.56534
BGER000166-RA	404	58.8501	0	0
BGER000167-RA	720	234.353	0	0
BGER000168-RA	360	42.6627	7	9.55366
BGER000169-RA	303	34.7348	0	0
BGER000170-RA	1710	1202.67	34	1.64609
BGER000171-RA	1947	1439.67	0	0
BGER000172-RA	1818	1310.67	18	0.799649
BGER000173-RA	1317	809.669	308.854	22.2109
BGER000174-RA	1455	947.669	684	42.0261
BGER000175-RA	537	116.58	32	15.9825
BGER000176-RA	942	435.825	0	0
BGER000177-RA	929	423.383	290	39.8827
BGER000178-RA	1880	1372.67	3153	133.745
BGER000179-RA	393	54.3484	27	28.9266
BGER000180-RA	1958	1450.67	272	10.9174
BGER000181-RA	378	50.0156	6	6.98499
BGER000182-RA	231	45.8654	76	96.4825
BGER000183-RA	471	87.1484	1	0.668129
BGER000184-RA	435	72.75	1	0.800363
BGER000185-RA	336	34.683	0	0
BGER000186-RA	465	84.4134	0	0
BGER000187-RA	2052	1544.67	325	12.2509
BGER000188-RA	471	87.1484	0	0
BGER000189-RA	444	75.8427	0	0
BGER000190-RA	963	456.425	0	0
BGER000191-RA	1251	743.669	0	0
BGER000192-RA	306	32.059	42	76.2815
BGER000193-RA	150	68.5	1	0.85002
BGER000194-RA	642	177.226	6	1.97125
BGER000195-RA	674	200.227	20	5.81602
BGER000196-RA	5315	4807.67	191	2.31323
BGER000197-RA	1542	1034.67	496	27.9126
BGER000198-RA	324	31.3482	69	128.161
BGER000199-RA	876	373.252	113	17.6277
BGER000200-RA	1716	1208.67	3.94611	0.1901
BGER000201-RA	186	52.3684	0	0
BGER000202-RA	1234	726.669	3	0.240384
BGER000203-RA	1266	758.669	5	0.383741
BGER000204-RA	1857	1349.67	15	0.647119
BGER000205-RA	1053	545.669	0	0
BGER000206-RA	570	133.512	19	8.28618
BGER000207-RA	378	50.0156	0	0
BGER000208-RA	421	66.6108	0	0
BGER000209-RA	588	143.906	12	4.85537
BGER000210-RA	1104	596.669	0	0
BGER000211-RA	1017	509.669	0	0
BGER000212-RA	1275	767.669	0	0
BGER000213-RA	624	165.336	12	4.22603
BGER000214-RA	432	71.1578	0	0
BGER000215-RA	3768	3260.67	332	5.92859
BGER000216-RA	2769	2261.67	502	12.9239
BGER000217-RA	759	266.695	264	57.6381
BGER000218-RA	678	202.975	71	20.3674
BGER000219-RA	2271	1763.67	173.649	5.73291
BGER000220-RA	1082	574.669	771	78.119
BGER000221-RA	660	189.839	60	18.4029
BGER000222-RA	610	157.079	7	2.59478
BGER000223-RA	1525	1017.67	196	11.2142
BGER000224-RA	1878	1370.67	0	0
BGER000225-RA	639	175.404	0	0
BGER000226-RA	1878	1370.67	259	11.0024
BGER000227-RA	1662	1154.67	711	35.8535
BGER000228-RA	845	344.096	2	0.338431
BGER000229-RA	1025	517.669	57	6.41125
BGER000230-RA	1149	641.669	1	0.0907421
BGER000231-RA	645	179.108	136.477	44.3674
BGER000232-RA	1061	553.669	505	53.1082
BGER000233-RA	480	91.2558	210	133.992
BGER000234-RA	756	264.25	0	0
BGER000235-RA	1107	599.669	204	19.8079
BGER000236-RA	498	99.1666	1	0.587157
BGER000237-RA	1134	626.669	375	34.8428
BGER000238-RA	1464	956.669	181	11.0163
BGER000239-RA	1632	1124.67	147	7.61049
BGER000240-RA	901	396.821	458	67.2033
BGER000241-RA	493	96.9106	0	0
BGER000242-RA	678	202.975	25	7.17161
BGER000243-RA	1445	937.669	196.952	12.2301
BGER000244-RA	446	76.6411	122	92.6868
BGER000245-RA	1228	720.669	358	28.9246
BGER000246-RA	1424	916.669	309	19.6275
BGER000247-RA	297	40.7089	8	11.4425
BGER000248-RA	1080	572.669	132	13.4212
BGER000249-RA	360	42.6627	96	131.022
BGER000250-RA	2622	2114.67	794	21.8624
BGER000251-RA	1047	539.669	349	37.6546
BGER000252-RA	363	43.9293	0	0
BGER000253-RA	936	430.042	2	0.270794
BGER000254-RA	923	417.679	498	69.4236
BGER000255-RA	870	367.514	364	57.6697
BGER000256-RA	1390	882.669	202.376	13.35
BGER000257-RA	878	375.025	16.0256	2.48813
BGER000258-RA	1174	666.669	169	14.7603
BGER000259-RA	2352	1844.67	521	16.4452
BGER000260-RA	617	161.198	0	0
BGER000261-RA	8741	8233.67	261.885	1.85199
BGER000262-RA	607	155.219	1	0.375125
BGER000263-RA	928	422.426	0	0
BGER000264-RA	1766	1258.67	260	12.0277
BGER000265-RA	390	53.5488	25	27.1838
BGER000266-RA	466	84.9015	136	93.2703
BGER000267-RA	1905	1397.67	2	0.0833193
BGER000268-RA	774	279.316	0	0
BGER000269-RA	452	78.605	3	2.22224
BGER000270-RA	1026	518.669	9.09214	1.0207
BGER000271-RA	1008	500.669	6	0.697784
BGER000272-RA	766	272.406	2	0.427497
BGER000273-RA	1881	1373.67	3	0.127163
BGER000274-RA	492	96.5055	0	0
BGER000275-RA	1222	714.669	4	0.325893
BGER000276-RA	798	300.696	2251	435.881
BGER000277-RA	2601	2093.67	14	0.38935
BGER000278-RA	1239	731.669	0	0
BGER000279-RA	681	205.059	0	0
BGER000280-RA	3062	2554.67	42.345	0.965133
BGER000281-RA	1583	1075.67	522	28.2561
BGER000282-RA	1784	1276.67	102	4.65202
BGER000283-RA	663	192.091	8	2.42496
BGER000284-RA	1212	704.669	116	9.58502
BGER000285-RA	582	140.31	3.22206	1.3371
BGER000286-RA	456	80.2259	74	53.7077
BGER000287-RA	963	456.425	32	4.08225
BGER000288-RA	2586	2078.67	121	3.38938
BGER000289-RA	1434	926.669	4.00217	0.251473
BGER000290-RA	3099	2591.67	73	1.64007
BGER000291-RA	594	147.594	8	3.15604
BGER000292-RA	1611	1103.67	26	1.37169
BGER000293-RA	759	266.695	13	2.83824
BGER000294-RA	2615	2107.67	49	1.35367
BGER000295-RA	2445	1937.67	0	0
BGER000296-RA	732	244.135	0	0
BGER000297-RA	565	131.047	0	0
BGER000298-RA	447	77.0003	0	0
BGER000299-RA	1385	877.669	298	19.7699
BGER000300-RA	1287	779.669	15	1.12021
BGER000301-RA	1057	549.669	0	0
BGER000302-RA	1071	563.669	152	15.7014
BGER000303-RA	714	229.424	0	0
BGER000304-RA	2147	1639.67	809.366	28.7415
BGER000305-RA	3581	3073.67	439	8.31625
BGER000306-RA	291	50.2381	0	0
BGER000307-RA	551	123.477	1	0.471555
BGER000308-RA	1276	768.669	10.9784	0.831609
BGER000309-RA	899	394.901	0	0
BGER000310-RA	1164	656.669	1	0.0886694
BGER000311-RA	1401	893.669	109	7.10182
BGER000312-RA	698	217.854	0	0
BGER000313-RA	1313	805.669	37	2.67402
BGER000314-RA	281	49.9855	38	44.2649
BGER000315-RA	844	343.166	198	33.5955
BGER000316-RA	2239	1731.67	15	0.504367
BGER000317-RA	585	142.111	0	0
BGER000318-RA	975	468.194	0	0
BGER000319-RA	1111	603.669	0	0
BGER000320-RA	248	47.4521	117	143.566
BGER000321-RA	399	56.7546	0	0
BGER000322-RA	1047	539.669	675.657	72.8985
BGER000323-RA	7503	6995.67	318.646	2.65215
BGER000324-RA	4733	4225.67	144	1.98421
BGER000325-RA	267	48.2736	7	8.44322
BGER000326-RA	1776	1268.67	0	0
BGER000327-RA	3915	3407.67	607.197	10.3751
BGER000328-RA	955	448.471	343	44.5328
BGER000329-RA	492	96.5055	313.148	188.937
BGER000330-RA	897	393.02	334	49.4825
BGER000331-RA	693	214.138	290	78.854
BGER000332-RA	696	216.308	1	0.269183
BGER000333-RA	1140	632.669	8	0.736264
BGER000334-RA	917	411.886	185	26.1526
BGER000335-RA	2060	1552.67	483	18.1129
BGER000336-RA	699	218.542	336	89.5207
BGER000337-RA	453	79.0016	386	284.493
BGER000338-RA	2013	1505.67	579.574	22.413
BGER000339-RA	503	101.279	127	73.0138
BGER000340-RA	1521	1013.67	449	25.7911
BGER000341-RA	591	145.87	383	152.88
BGER000342-RA	3357	2849.67	917	18.7368
BGER000343-RA	1573	1065.67	1528	83.4874
BGER000344-RA	495	97.7827	0	0
BGER000345-RA	2548	2040.67	2793	79.6927
BGER000346-RA	2166	1658.67	15	0.526564
BGER000347-RA	573	135.156	4	1.72323
BGER000348-RA	462	83.0328	3	2.10374
BGER000349-RA	639	175.404	43	14.2741
BGER000350-RA	993	485.766	275	32.9629
BGER000351-RA	414	63.1988	0	0
BGER000352-RA	573	135.156	0	0
BGER000353-RA	1542	1034.67	1	0.0562754
BGER000354-RA	1116	608.669	367	35.1079
BGER000355-RA	312	31.5479	73	134.732
BGER000356-RA	480	91.2558	360	229.7
BGER000357-RA	1233	725.669	405	32.4965
BGER000358-RA	876	373.252	508	79.2468
BGER000359-RA	783	287.293	41	8.30956
BGER000360-RA	501	100.533	270	156.378
BGER000361-RA	675	200.91	88	25.5036
BGER000362-RA	879	375.949	2	0.309757
BGER000363-RA	783	287.293	0	0
BGER000364-RA	1848	1340.67	0	0
BGER000365-RA	1656	1148.67	0	0
BGER000366-RA	279	48.3358	0	0
BGER000367-RA	441	74.5054	4	3.12602
BGER000368-RA	816	316.863	240	44.1021
BGER000369-RA	1237	729.669	352	28.089
BGER000370-RA	2741	2233.67	663.206	17.2882
BGER000371-RA	933	427.085	1	0.136334
BGER000372-RA	3651	3143.67	1	0.0185218
BGER000373-RA	624	165.336	0	0
BGER000374-RA	1683	1175.67	0	0
BGER000375-RA	840	339.269	15	2.57434
BGER000376-RA	870	367.514	0	0
BGER000377-RA	1194	686.669	393	33.3246
BGER000378-RA	951	444.56	0	0
BGER000379-RA	1055	547.669	96	10.2064
BGER000380-RA	2306	1798.67	267	8.64331
BGER000381-RA	377	49.7624	13	15.2111
BGER000382-RA	2297	1789.67	284	9.23986
BGER000383-RA	648	181.07	258	82.9648
BGER000384-RA	453	79.0016	218	160.672
BGER000385-RA	531	113.677	267	136.76
BGER000386-RA	1388	880.669	4	0.264464
BGER000387-RA	1216	708.669	16	1.31461
BGER000388-RA	312	31.5479	19	35.0673
BGER000389-RA	630	169.271	16	5.50374
BGER000390-RA	657	187.537	3	0.931439
BGER000391-RA	150	68.5	0	0
BGER000392-RA	1398	890.669	0	0
BGER000393-RA	636	173.303	0	0
BGER000394-RA	2091	1583.67	5375	197.621
BGER000395-RA	1599	1091.67	130	6.93382
BGER000396-RA	1944	1436.67	263.109	10.6635
BGER000397-RA	1944	1436.67	809.085	32.7912
BGER000398-RA	1917	1409.67	894.152	36.933
BGER000399-RA	2010	1502.67	311.635	12.0755
BGER000400-RA	2034	1526.67	679.83	25.9284
BGER000401-RA	1800	1292.67	689.996	31.0799
BGER000402-RA	1743	1235.67	450.977	21.2506
BGER000403-RA	1593	1085.67	262.215	14.0631
BGER000404-RA	1594	1086.67	1020	54.6541
BGER000405-RA	870	367.514	542.773	85.9933
BGER000406-RA	7108	6600.67	1116	9.84456
BGER000407-RA	1791	1283.67	179	8.11933
BGER000408-RA	714	229.424	74	18.7807
BGER000409-RA	624	165.336	1173	413.095
BGER000410-RA	1157	649.669	31	2.77837
BGER000411-RA	496	98.1317	450	267.007
BGER000412-RA	634	172.01	350	118.477
BGER000413-RA	936	430.042	512	69.3232
BGER000414-RA	4334	3826.67	540	8.21661
BGER000415-RA	2115	1607.67	370	13.4006
BGER000416-RA	1854	1346.67	4097	177.143
BGER000417-RA	900	395.861	109	16.0326
BGER000418-RA	2727	2219.67	1526	40.0301
BGER000419-RA	2175	1667.67	0	0
BGER000420-RA	720	234.353	0	0
BGER000421-RA	360	42.6627	93	126.927
BGER000422-RA	1228	720.669	302	24.4001
BGER000423-RA	500	99.9455	3	1.74774
BGER000424-RA	2122	1614.67	2327	83.9137
BGER000425-RA	615	160.127	454	165.086
BGER000426-RA	1948	1440.67	170	6.87076
BGER000427-RA	2824	2316.67	1044	26.2396
BGER000428-RA	1408	900.669	449	29.0269
BGER000429-RA	765	271.519	148	31.7381
BGER000430-RA	1014	506.669	107	12.2964
BGER000431-RA	762	268.969	5	1.0824
BGER000432-RA	1090	582.669	0	0
BGER000433-RA	635	172.657	0	0
BGER000434-RA	1976	1468.67	23.3853	0.927127
BGER000435-RA	196	52.5217	0	0
BGER000436-RA	867	364.662	169.013	26.9867
BGER000437-RA	2926	2418.67	1465	35.268
BGER000438-RA	576	136.87	358	152.298
BGER000439-RA	969	462.334	488	61.4588
BGER000440-RA	2598	2090.67	831	23.1439
BGER000441-RA	534	115.251	45	22.7347
BGER000442-RA	2906	2398.67	11	0.267019
BGER000443-RA	1098	590.669	3	0.295731
BGER000444-RA	258	48.9195	0	0
BGER000445-RA	5703	5195.67	28	0.313788
BGER000446-RA	2088	1580.67	61	2.24703
BGER000447-RA	2721	2213.67	63.1228	1.66033
BGER000448-RA	1502	994.669	3	0.175615
BGER000449-RA	708	225.023	0	0
BGER000450-RA	294	46.3093	1	1.25734
BGER000451-RA	996	488.718	6	0.714847
BGER000452-RA	523	109.983	2	1.05882
BGER000453-RA	1383	875.669	100	6.64936
BGER000454-RA	201	51.0385	0	0
BGER000455-RA	2232	1724.67	16	0.540175
BGER000456-RA	1130	622.669	33	3.08586
BGER000457-RA	1668	1160.67	0	0
BGER000458-RA	1788	1280.67	3.94771	0.179485
BGER000459-RA	1407	899.669	10	0.647198
BGER000460-RA	630	169.271	0	0
BGER000461-RA	1326	818.669	1	0.0711233
BGER000462-RA	2730	2222.67	35	0.916881
BGER000463-RA	3792	3284.67	1183.6	20.9813
BGER000464-RA	441	74.5054	0	0
BGER000465-RA	2028	1520.67	17	0.65093
BGER000466-RA	480	91.2558	122	77.8429
BGER000467-RA	2672	2164.67	400	10.7594
BGER000468-RA	528	112.328	119	61.6847
BGER000469-RA	858	356.208	72	11.7692
BGER000470-RA	1163	655.669	120	10.6566
BGER000471-RA	240	47.7541	48	58.5262
BGER000472-RA	528	112.328	0	0
BGER000473-RA	981	474.006	0	0
BGER000474-RA	1374	866.669	537	36.0779
BGER000475-RA	576	136.87	106.648	45.3693
BGER000476-RA	766	272.406	115.352	24.6564
BGER000477-RA	573	135.156	222.369	95.7984
BGER000478-RA	1133	625.669	1759.63	163.756
BGER000479-RA	2612	2104.67	22	0.608638
BGER000480-RA	1533	1025.67	232	13.1705
BGER000481-RA	645	179.108	95	30.8836
BGER000482-RA	285	49.8667	5	5.83821
BGER000483-RA	1865	1357.67	322	13.8096
BGER000484-RA	384	51.9436	1	1.12095
BGER000485-RA	1347	839.669	58	4.02198
BGER000486-RA	1794	1286.67	0	0
BGER000487-RA	417	64.4133	57	51.5251
BGER000488-RA	1407	899.669	0	0
BGER000489-RA	918	412.886	1	0.141023
BGER000490-RA	816	316.863	0	0
BGER000491-RA	285	49.8667	6	7.00585
BGER000492-RA	396	55.6535	1	1.04623
BGER000493-RA	1206	698.669	122	10.1674
BGER000494-RA	1546	1038.67	84	4.70893
BGER000495-RA	885	381.529	85	12.9721
BGER000496-RA	777	281.909	0	0
BGER000497-RA	720	234.353	70	17.3919
BGER000498-RA	225	49.8571	3	3.50359
BGER000499-RA	2681	2173.67	12.0053	0.321588
BGER000500-RA	669	196.422	9	2.66792
BGER000501-RA	1869	1361.67	0	0
BGER000502-RA	2220	1712.67	0	0
BGER000503-RA	1230	722.669	0	0
BGER000504-RA	3729	3221.67	0	0
BGER000505-RA	1914	1406.67	0	0
BGER000506-RA	1374	866.669	0	0
BGER000507-RA	486	93.5482	0	0
BGER000508-RA	591	145.87	0	0
BGER000509-RA	1500	992.669	0	0
BGER000510-RA	321	30.4948	0	0
BGER000511-RA	1431	923.669	36	2.26937
BGER000512-RA	3140	2632.67	1269	28.0663
BGER000513-RA	1961	1453.67	141	5.64772
BGER000514-RA	499	99.7327	20	11.6765
BGER000515-RA	546	121.212	43	20.6559
BGER000516-RA	602	152.331	35	13.3783
BGER000517-RA	1011	503.669	37	4.27737
BGER000518-RA	1239	731.669	41	3.26279
BGER000519-RA	1867	1359.67	634	27.1504
BGER000520-RA	691	212.682	488	133.601
BGER000521-RA	499	99.7327	92	53.7118
BGER000522-RA	633	171.259	246	83.6375
BGER000523-RA	1878	1370.67	480	20.3905
BGER000524-RA	777	281.909	3037	627.271
BGER000525-RA	282	49.5775	0	0
BGER000526-RA	855	353.424	5	0.823748
BGER000527-RA	411	61.7173	0	0
BGER000528-RA	630	169.271	0	0
BGER000529-RA	702	220.772	0	0
BGER000530-RA	643	177.868	20	6.54714
BGER000531-RA	480	91.2558	19	12.1231
BGER000532-RA	318	30.4053	43	82.3454
BGER000533-RA	708	225.023	73	18.8893
BGER000534-RA	480	91.2558	0	0
BGER000535-RA	613	158.894	1	0.366449
BGER000536-RA	4352	3844.67	1146.59	17.3648
BGER000537-RA	393	54.3484	1.63357	1.75013
BGER000538-RA	2213	1705.67	629.442	21.4873
BGER000539-RA	2022	1514.67	299	11.4941
BGER000540-RA	381	51.0005	0	0
BGER000541-RA	470	86.6982	23	15.4468
BGER000542-RA	479	90.8617	33	21.1472
BGER000543-RA	654	185.272	1540	483.983
BGER000544-RA	423	67.4654	170	146.719
BGER000545-RA	1771	1263.67	23	1.05978
BGER000546-RA	839	338.373	9	1.5487
BGER000547-RA	476	89.5849	9	5.84962
BGER000548-RA	756	264.25	0	0
BGER000549-RA	1434	926.669	228	14.3262
BGER000550-RA	358	41.9711	20	27.746
BGER000551-RA	377	49.7624	0	0
BGER000552-RA	547	121.793	1	0.478075
BGER000553-RA	456	80.2259	391	283.78
BGER000554-RA	1486	978.669	401	23.8577
BGER000555-RA	1392	884.669	1031	67.8575
BGER000556-RA	1116	608.669	422	40.3693
BGER000557-RA	981	474.006	451	55.4004
BGER000558-RA	786	289.907	80	16.0676
BGER000559-RA	497	98.6197	174	102.732
BGER000560-RA	210	54.1379	2	2.15104
BGER000561-RA	585	142.111	0	0
BGER000562-RA	1199	691.669	1	0.0841825
BGER000563-RA	915	410.01	542	76.9706
BGER000564-RA	498	99.1666	0	0
BGER000565-RA	183	55.2353	7	7.37906
BGER000566-RA	1299	791.669	16	1.17678
BGER000567-RA	646	179.664	184	59.6317
BGER000568-RA	2997	2489.67	745	17.4235
BGER000569-RA	2578	2070.67	64	1.79965
BGER000570-RA	1143	635.669	13	1.19078
BGER000571-RA	1203	695.669	0	0
BGER000572-RA	1098	590.669	0	0
BGER000573-RA	720	234.353	0	0
BGER000574-RA	300	36.6877	0	0
BGER000575-RA	743	253.342	119	27.3502
BGER000576-RA	1724	1216.67	203	9.71502
BGER000577-RA	1833	1325.67	133	5.84166
BGER000578-RA	2420	1912.67	698	21.2489
BGER000579-RA	738	249.325	653	152.499
BGER000580-RA	1185	677.669	79	6.78781
BGER000581-RA	662	191.399	239	72.7072
BGER000582-RA	360	42.6627	87	118.738
BGER000583-RA	1251	743.669	295	23.0974
BGER000584-RA	774	279.316	287	59.8282
BGER000585-RA	420	65.977	191	168.562
BGER000586-RA	1908	1400.67	0	0
BGER000587-RA	3412	2904.67	0	0
BGER000588-RA	2224	1716.67	1561	52.9464
BGER000589-RA	2231	1723.67	401	13.546
BGER000590-RA	1065	557.669	0	0
BGER000591-RA	1162	654.669	4	0.355761
BGER000592-RA	3039	2531.67	22	0.505983
BGER000593-RA	611	157.717	29	10.7063
BGER000594-RA	372	47.7037	0	0
BGER000595-RA	642	177.226	0	0
BGER000596-RA	791	294.276	2.43198	0.4812
BGER000597-RA	615	160.127	2	0.727251
BGER000598-RA	633	171.259	0	0
BGER000599-RA	1548	1040.67	1	0.0559509
BGER000600-RA	872	369.439	1095	172.58
BGER000601-RA	1293	785.669	341	25.2717
BGER000602-RA	1825	1317.67	1348	59.5667
BGER000603-RA	306	32.059	109	197.969
BGER000604-RA	724	237.546	14	3.43163
BGER000605-RA	3366	2858.67	768	15.6429
BGER000606-RA	1248	740.669	277.207	21.7922
BGER000607-RA	365	44.68	5	6.51594
BGER000608-RA	1417	909.669	15	0.960125
BGER000609-RA	840	339.269	388	66.5897
BGER000610-RA	1158	650.669	415	37.1371
BGER000611-RA	1846	1338.67	910	39.5811
BGER000612-RA	543	119.713	1663	808.857
BGER000613-RA	1000	492.669	452	53.4199
BGER000614-RA	1254	746.669	67	5.22476
BGER000615-RA	858	356.208	114	18.6346
BGER000616-RA	2214	1706.67	315	10.7469
BGER000617-RA	402	57.8148	0	0
BGER000618-RA	753	261.608	0	0
BGER000619-RA	1116	608.669	2.02862	0.194062
BGER000620-RA	801	303.386	206	39.5359
BGER000621-RA	1285	777.669	133	9.95811
BGER000622-RA	996	488.718	4	0.476565
