target_id	length	eff_length	est_counts	tpm
BGER000134-RA	582	147.518	0	0
BGER000135-RA	2154	1545.18	35	2.50925
BGER000136-RA	1002	393.178	25.1229	7.07837
BGER000137-RA	525	120.89	16.8299	15.4221
BGER000138-RA	1263	654.178	0	0
BGER000139-RA	1433	824.178	48	6.45169
BGER000140-RA	2232	1623.18	337	22.9994
BGER000141-RA	396	58.7024	136	256.647
BGER000142-RA	1402	793.178	0	0
BGER000143-RA	3009	2400.18	1	0.0461541
BGER000144-RA	1119	510.178	0	0
BGER000145-RA	3018	2409.18	9	0.413835
BGER000146-RA	624	164.278	18	12.138
BGER000147-RA	333	32.0625	0	0
BGER000148-RA	2621	2012.18	13	0.715699
BGER000149-RA	2187	1578.18	1	0.0701936
BGER000150-RA	1392	783.178	427	60.3978
BGER000151-RA	1820	1211.18	299	27.3474
BGER000152-RA	2303	1694.18	4	0.26155
BGER000153-RA	2305	1696.18	8	0.522483
BGER000154-RA	785	237.306	80	37.3453
BGER000155-RA	1716	1107.18	34	3.40185
BGER000156-RA	2253	1644.18	53	3.57092
BGER000157-RA	1002	393.178	23	6.48025
BGER000158-RA	305	27.5801	1	4.0166
BGER000159-RA	1350	741.178	4	0.597848
BGER000160-RA	507	113.169	4	3.91549
BGER000161-RA	1110	501.178	7	1.54725
BGER000162-RA	1716	1107.18	4.51436	0.451682
BGER000163-RA	222	74.875	0	0
BGER000164-RA	1494	885.178	122	15.268
BGER000165-RA	3663	3054.18	431.82	15.6625
BGER000166-RA	404	62.142	4	7.13065
BGER000167-RA	720	204.184	0	0
BGER000168-RA	360	42.302	0	0
BGER000169-RA	303	29.1984	0	0
BGER000170-RA	1710	1101.18	67	6.74017
BGER000171-RA	1947	1338.18	2.24322	0.1857
BGER000172-RA	1818	1209.18	231	21.1629
BGER000173-RA	1317	708.178	69.7603	10.9124
BGER000174-RA	1455	846.178	302	39.5366
BGER000175-RA	537	126.447	20	17.5216
BGER000176-RA	942	341.908	2.40597	0.779533
BGER000177-RA	929	332.128	49	16.3435
BGER000178-RA	1880	1271.18	58	5.05447
BGER000179-RA	393	57.1136	4	7.75844
BGER000180-RA	1958	1349.18	118	9.68872
BGER000181-RA	378	50.0282	9	19.9288
BGER000182-RA	231	67.7	1	1.63631
BGER000183-RA	471	96.1621	0	0
BGER000184-RA	435	78.2569	0	0
BGER000185-RA	336	32.6823	0	0
BGER000186-RA	465	93.7182	1	1.18203
BGER000187-RA	2052	1443.18	5	0.383799
BGER000188-RA	471	96.1621	0	0
BGER000189-RA	444	83.1552	2	2.66437
BGER000190-RA	963	359.478	0	0
BGER000191-RA	1251	642.178	0	0
BGER000192-RA	306	26.4934	1	4.18134
BGER000193-RA	150	74.8889	0	0
BGER000194-RA	642	170.753	0	0
BGER000195-RA	674	183.954	0	0
BGER000196-RA	5315	4706.18	1430.35	33.6689
BGER000197-RA	1542	933.178	202	23.9795
BGER000198-RA	324	28.3904	7	27.3137
BGER000199-RA	876	293.218	14	5.28922
BGER000200-RA	1716	1107.18	2.45145	0.245279
BGER000201-RA	186	79.9286	3	4.15789
BGER000202-RA	1234	625.178	6	1.06317
BGER000203-RA	1266	657.178	0	0
BGER000204-RA	1857	1248.18	0	0
BGER000205-RA	1053	444.178	3.05269	0.761342
BGER000206-RA	570	141.767	0	0
BGER000207-RA	378	50.0282	1	2.21431
BGER000208-RA	421	70.8865	0	0
BGER000209-RA	588	150.513	1	0.736003
BGER000210-RA	1104	495.178	0	0
BGER000211-RA	1017	408.178	0	0
BGER000212-RA	1275	666.178	0	0
BGER000213-RA	624	164.278	0	0
BGER000214-RA	432	76.4461	0	0
BGER000215-RA	3768	3159.18	30	1.05196
BGER000216-RA	2769	2160.18	2	0.102564
BGER000217-RA	759	223.397	96	47.6044
BGER000218-RA	678	185.586	5	2.98454
BGER000219-RA	2271	1662.18	172.201	11.4766
BGER000220-RA	1082	473.178	146	34.1808
BGER000221-RA	660	177.924	8	4.98091
BGER000222-RA	610	158.557	2	1.39733
BGER000223-RA	1525	916.178	83	10.0358
BGER000224-RA	1878	1269.18	0	0
BGER000225-RA	639	169.365	4	2.61632
BGER000226-RA	1878	1269.18	136	11.8705
BGER000227-RA	1662	1053.18	92	9.67698
BGER000228-RA	845	272.486	5	2.03273
BGER000229-RA	1025	416.178	2	0.532359
BGER000230-RA	1149	540.178	66	13.5351
BGER000231-RA	645	172.234	29	18.6523
BGER000232-RA	1061	452.178	512	125.434
BGER000233-RA	480	100.423	31	34.1966
BGER000234-RA	756	221.909	0	0
BGER000235-RA	1107	498.178	9	2.0013
BGER000236-RA	498	108.667	0	0
BGER000237-RA	1134	525.178	33	6.96083
BGER000238-RA	1464	855.178	41	5.31106
BGER000239-RA	1632	1023.18	50	5.41343
BGER000240-RA	901	310.86	26	9.26536
BGER000241-RA	493	106.586	0	0
BGER000242-RA	678	185.586	0	0
BGER000243-RA	1445	836.178	660.408	87.4918
BGER000244-RA	446	84.2418	203	266.945
BGER000245-RA	1228	619.178	218	39.0027
BGER000246-RA	1424	815.178	61	8.28955
BGER000247-RA	297	38.5484	1	2.87374
BGER000248-RA	1080	471.178	26	6.11282
BGER000249-RA	360	42.302	65	170.218
BGER000250-RA	2622	2013.18	1324	72.855
BGER000251-RA	1047	438.178	190	48.0349
BGER000252-RA	363	43.5982	3	7.62266
BGER000253-RA	936	337.371	194	63.7012
BGER000254-RA	923	327.423	224	75.7866
BGER000255-RA	870	288.984	262	100.434
BGER000256-RA	1390	781.178	88	12.4792
BGER000257-RA	878	294.488	8.59506	3.23322
BGER000258-RA	1174	565.178	78	15.2884
BGER000259-RA	2352	1743.18	348	22.1152
BGER000260-RA	617	161.611	1	0.68546
BGER000261-RA	8741	8132.18	1161.2	15.8181
BGER000262-RA	607	157.377	2	1.40781
BGER000263-RA	928	331.265	0	0
BGER000264-RA	1766	1157.18	14	1.34024
BGER000265-RA	390	55.482	2	3.9933
BGER000266-RA	466	94.0245	44	51.84
BGER000267-RA	1905	1296.18	1	0.0854651
BGER000268-RA	774	231.073	1	0.479407
BGER000269-RA	452	87.3109	49.9349	63.3562
BGER000270-RA	1026	417.178	4.01776	1.06688
BGER000271-RA	1008	399.178	1	0.277515
BGER000272-RA	766	226.707	2	0.977279
BGER000273-RA	1881	1272.18	23	2.00278
BGER000274-RA	492	106.555	10	10.3963
BGER000275-RA	1222	613.178	15	2.70993
BGER000276-RA	798	244.484	2	0.906218
BGER000277-RA	2601	1992.18	52	2.89154
BGER000278-RA	1239	630.178	0	0
BGER000279-RA	681	186.912	0	0
BGER000280-RA	3062	2453.18	159.168	7.18754
BGER000281-RA	1583	974.178	482	54.8103
BGER000282-RA	1784	1175.18	24	2.26236
BGER000283-RA	663	179.407	0	0
BGER000284-RA	1212	603.178	5	0.918286
BGER000285-RA	582	147.518	6.18099	4.64158
BGER000286-RA	456	88.977	8	9.96016
BGER000287-RA	963	359.478	4	1.23266
BGER000288-RA	2586	1977.18	18	1.00851
BGER000289-RA	1434	825.178	0	0
BGER000290-RA	3099	2490.18	111	4.93795
BGER000291-RA	594	152.716	3	2.17616
BGER000292-RA	1611	1002.18	43	4.7531
BGER000293-RA	759	223.397	19	9.4217
BGER000294-RA	2615	2006.18	103.134	5.69488
BGER000295-RA	2445	1836.18	0	0
BGER000296-RA	732	209.354	0	0
BGER000297-RA	565	139.338	2	1.59007
BGER000298-RA	447	84.8386	0	0
BGER000299-RA	1385	776.178	149	21.2656
BGER000300-RA	1287	678.178	18	2.94024
BGER000301-RA	1057	448.178	0	0
BGER000302-RA	1071	462.178	183	43.8627
BGER000303-RA	714	201.818	2.74386	1.50611
BGER000304-RA	2147	1538.18	1284.72	92.524
BGER000305-RA	3581	2972.18	419	15.6168
BGER000306-RA	291	54.9895	1	2.01453
BGER000307-RA	551	133.58	0	0
BGER000308-RA	1276	667.178	282.271	46.8682
BGER000309-RA	899	309.22	4	1.433
BGER000310-RA	1164	555.178	0	0
BGER000311-RA	1401	792.178	1	0.13984
BGER000312-RA	698	194.66	0	0
BGER000313-RA	1313	704.178	157	24.6985
BGER000314-RA	281	55.1013	2	4.02089
BGER000315-RA	844	271.944	754	307.146
BGER000316-RA	2239	1630.18	1	0.0679546
BGER000317-RA	585	149.133	0	0
BGER000318-RA	975	369.487	0	0
BGER000319-RA	1111	502.178	0	0
BGER000320-RA	248	67.9474	0	0
BGER000321-RA	399	59.9692	0	0
BGER000322-RA	1047	438.178	97.0304	24.5307
BGER000323-RA	7503	6894.18	338.412	5.43771
BGER000324-RA	4733	4124.18	40	1.07443
BGER000325-RA	267	65.5192	1	1.69077
BGER000326-RA	1776	1167.18	9.46161	0.89801
BGER000327-RA	3915	3306.18	1280.63	42.9094
BGER000328-RA	955	352.78	11	3.45416
BGER000329-RA	492	106.555	6.7381	7.00512
BGER000330-RA	897	307.741	12	4.31966
BGER000331-RA	693	192.423	30	17.271
BGER000332-RA	696	194.174	0	0
BGER000333-RA	1140	531.178	0	0
BGER000334-RA	917	322.74	166	56.9782
BGER000335-RA	2060	1451.18	147	11.2215
BGER000336-RA	699	195.304	30	17.0162
BGER000337-RA	453	87.5794	50	63.2444
BGER000338-RA	2013	1404.18	229.753	18.1256
BGER000339-RA	503	111.046	147	146.646
BGER000340-RA	1521	912.178	157	19.0666
BGER000341-RA	591	151.693	280	204.478
BGER000342-RA	3357	2748.18	76	3.06353
BGER000343-RA	1573	964.178	79	9.07661
BGER000344-RA	495	107.336	0	0
BGER000345-RA	2548	1939.18	8251.5	471.378
BGER000346-RA	2166	1557.18	4	0.284561
BGER000347-RA	573	143.009	4	3.09848
BGER000348-RA	462	91.9209	0	0
BGER000349-RA	639	169.365	1	0.65408
BGER000350-RA	993	384.836	129	37.1336
BGER000351-RA	414	67.3626	0	0
BGER000352-RA	573	143.009	0	0
BGER000353-RA	1542	933.178	5	0.593552
BGER000354-RA	1116	507.178	415	90.6444
BGER000355-RA	312	25.8677	24	102.78
BGER000356-RA	480	100.423	14	15.4436
BGER000357-RA	1233	624.178	107	18.9902
BGER000358-RA	876	293.218	34	12.8452
BGER000359-RA	783	236.273	4	1.87542
BGER000360-RA	501	110.037	10	10.0673
BGER000361-RA	675	184.353	1	0.600901
BGER000362-RA	879	295.17	0	0
BGER000363-RA	783	236.273	0	0
BGER000364-RA	1848	1239.18	0	0
BGER000365-RA	1656	1047.18	1	0.105787
BGER000366-RA	279	53.1013	0	0
BGER000367-RA	441	81.4695	0	0
BGER000368-RA	816	254.392	216	94.0596
BGER000369-RA	1237	628.178	301	53.0808
BGER000370-RA	2741	2132.18	556	28.8872
BGER000371-RA	933	335.062	15	4.95929
BGER000372-RA	3651	3042.18	20	0.728281
BGER000373-RA	624	164.278	1	0.674332
BGER000374-RA	1683	1074.18	6.32259	0.652037
BGER000375-RA	840	269.345	0	0
BGER000376-RA	870	288.984	0	0
BGER000377-RA	1194	585.178	25	4.73266
BGER000378-RA	951	349.568	8	2.5352
BGER000379-RA	1055	446.178	273	67.781
BGER000380-RA	2306	1697.18	9	0.587447
BGER000381-RA	377	49.5795	0	0
BGER000382-RA	2297	1688.18	248	16.2737
BGER000383-RA	648	173.411	379	242.112
BGER000384-RA	453	87.5794	65	82.2177
BGER000385-RA	531	123.472	28	25.1214
BGER000386-RA	1388	779.178	2	0.284346
BGER000387-RA	1216	607.178	20	3.64895
BGER000388-RA	312	25.8677	30	128.475
BGER000389-RA	630	165.719	6	4.0108
BGER000390-RA	657	176.565	1	0.627406
BGER000391-RA	150	74.8889	0	0
BGER000392-RA	1398	789.178	7.24005	1.0163
BGER000393-RA	636	167.791	0	0
BGER000394-RA	2091	1482.18	10	0.7474
BGER000395-RA	1599	990.178	1	0.111877
BGER000396-RA	1944	1335.18	7	0.580781
BGER000397-RA	1944	1335.18	11	0.912656
BGER000398-RA	1917	1308.18	3	0.254043
BGER000399-RA	2010	1401.18	0	0
BGER000400-RA	2034	1425.18	1	0.0777293
BGER000401-RA	1800	1191.18	2	0.185997
BGER000402-RA	1743	1134.18	1	0.0976725
BGER000403-RA	1593	984.178	1	0.112559
BGER000404-RA	1594	985.178	84	9.44535
BGER000405-RA	870	288.984	95.7522	36.7053
BGER000406-RA	7108	6499.18	68	1.15906
BGER000407-RA	1791	1182.18	17	1.59301
BGER000408-RA	714	201.818	9	4.94012
BGER000409-RA	624	164.278	161	108.567
BGER000410-RA	1157	548.178	20	4.04168
BGER000411-RA	496	107.838	111	114.026
BGER000412-RA	634	167.097	108	71.5995
BGER000413-RA	936	337.371	10	3.28357
BGER000414-RA	4334	3725.18	39	1.15977
BGER000415-RA	2115	1506.18	147	10.8117
BGER000416-RA	1854	1245.18	312	27.7573
BGER000417-RA	900	310.089	75	26.7934
BGER000418-RA	2727	2118.18	431	22.5408
BGER000419-RA	2175	1566.18	0	0
BGER000420-RA	720	204.184	1	0.542541
BGER000421-RA	360	42.302	5	13.0937
BGER000422-RA	1228	619.178	29	5.18843
BGER000423-RA	500	109.569	0	0
BGER000424-RA	2122	1513.18	2026	148.321
BGER000425-RA	615	160.417	84.4791	58.3381
BGER000426-RA	1948	1339.18	92	7.61032
BGER000427-RA	2824	2215.18	471	23.5541
BGER000428-RA	1408	799.178	17	2.35645
BGER000429-RA	765	226.172	14	6.85714
BGER000430-RA	1014	405.178	92	25.1533
BGER000431-RA	762	224.827	0	0
BGER000432-RA	1090	481.178	1	0.230222
BGER000433-RA	635	167.537	0	0
BGER000434-RA	1976	1367.18	996.266	80.7242
BGER000435-RA	196	71.5556	0	0
BGER000436-RA	867	286.829	82.0605	31.6931
BGER000437-RA	2926	2317.18	257	12.2865
BGER000438-RA	576	144.625	16	12.2555
BGER000439-RA	969	364.562	29	8.81213
BGER000440-RA	2598	1989.18	80	4.45523
BGER000441-RA	534	124.787	11	9.76512
BGER000442-RA	2906	2297.18	4	0.192894
BGER000443-RA	1098	489.178	1	0.226457
BGER000444-RA	258	69.3023	0	0
BGER000445-RA	5703	5094.18	0	0
BGER000446-RA	2088	1479.18	8	0.599133
BGER000447-RA	2721	2112.18	53.428	2.80215
BGER000448-RA	1502	893.178	0	0
BGER000449-RA	708	199.652	2	1.10971
BGER000450-RA	294	46.9322	0	0
BGER000451-RA	996	387.45	1	0.285916
BGER000452-RA	523	119.968	0	0
BGER000453-RA	1383	774.178	26	3.72037
BGER000454-RA	201	72.6316	3	4.57562
BGER000455-RA	2232	1623.18	125	8.53095
BGER000456-RA	1130	521.178	18	3.82596
BGER000457-RA	1668	1059.18	0	0
BGER000458-RA	1788	1179.18	64.6202	6.07075
BGER000459-RA	1407	798.178	1	0.138789
BGER000460-RA	630	165.719	0	0
BGER000461-RA	1326	717.178	0	0
BGER000462-RA	2730	2121.18	2	0.10445
BGER000463-RA	3792	3183.18	1130.67	39.3485
BGER000464-RA	441	81.4695	0	0
BGER000465-RA	2028	1419.18	3	0.234174
BGER000466-RA	480	100.423	8	8.82494
BGER000467-RA	2672	2063.18	26	1.39602
BGER000468-RA	528	121.849	10	9.09141
BGER000469-RA	858	280.97	149	58.7463
BGER000470-RA	1163	554.178	73	14.5924
BGER000471-RA	240	74.3226	2	2.98101
BGER000472-RA	528	121.849	0	0
BGER000473-RA	981	374.739	2	0.591227
BGER000474-RA	1374	765.178	329	47.6307
BGER000475-RA	576	144.625	62	47.49
BGER000476-RA	766	226.707	57	27.8525
BGER000477-RA	573	143.009	531	411.323
BGER000478-RA	1133	524.178	5589	1181.16
BGER000479-RA	2612	2003.18	162	8.95879
BGER000480-RA	1533	924.178	115	13.7847
BGER000481-RA	645	172.234	10	6.43184
BGER000482-RA	285	55.7619	0	0
BGER000483-RA	1865	1256.18	39	3.43928
BGER000484-RA	384	52.7021	65	136.628
BGER000485-RA	1347	738.178	32	4.80222
BGER000486-RA	1794	1185.18	151	14.1139
BGER000487-RA	417	68.7844	8	12.8841
BGER000488-RA	1407	798.178	0	0
BGER000489-RA	918	323.539	0	0
BGER000490-RA	816	254.392	0	0
BGER000491-RA	285	55.7619	0	0
BGER000492-RA	396	58.7024	0	0
BGER000493-RA	1206	597.178	0	0
BGER000494-RA	1546	937.178	136	16.0757
BGER000495-RA	885	299.257	171	63.3003
BGER000496-RA	777	232.964	0	0
BGER000497-RA	720	204.184	0	0
BGER000498-RA	225	74.84	0	0
BGER000499-RA	2681	2072.18	60.1507	3.21564
BGER000500-RA	669	181.72	1	0.609609
BGER000501-RA	1869	1260.18	0	0
BGER000502-RA	2220	1611.18	0	0
BGER000503-RA	1230	621.178	0	0
BGER000504-RA	3729	3120.18	0	0
BGER000505-RA	1914	1305.18	0	0
BGER000506-RA	1374	765.178	0	0
BGER000507-RA	486	103.436	0	0
BGER000508-RA	591	151.693	0	0
BGER000509-RA	1500	891.178	0	0
BGER000510-RA	321	27.786	4	15.9473
BGER000511-RA	1431	822.178	1	0.134737
BGER000512-RA	3140	2531.18	62	2.71346
BGER000513-RA	1961	1352.18	207	16.9586
BGER000514-RA	499	109.135	14	14.2107
BGER000515-RA	546	131.135	16	13.5163
BGER000516-RA	602	155.288	0	0
BGER000517-RA	1011	402.178	0	0
BGER000518-RA	1239	630.178	11	1.93367
BGER000519-RA	1867	1258.18	28	2.4653
BGER000520-RA	691	191.462	84	48.6015
BGER000521-RA	499	109.135	2	2.0301
BGER000522-RA	633	166.813	43	28.5556
BGER000523-RA	1878	1269.18	66	5.7607
BGER000524-RA	777	232.964	9	4.27964
BGER000525-RA	282	54.0854	11	22.5303
BGER000526-RA	855	278.928	2	0.794313
BGER000527-RA	411	65.5046	0	0
BGER000528-RA	630	165.719	1	0.668467
BGER000529-RA	702	196.79	0	0
BGER000530-RA	643	171.195	16	10.3534
BGER000531-RA	480	100.423	21	23.1655
BGER000532-RA	318	26.92	30	123.453
BGER000533-RA	708	199.652	5	2.77428
BGER000534-RA	480	100.423	34	37.506
BGER000535-RA	613	159.871	33	22.8664
BGER000536-RA	4352	3743.18	1782.5	52.7524
BGER000537-RA	393	57.1136	1.59324	3.09027
BGER000538-RA	2213	1604.18	173.807	12.0024
BGER000539-RA	2022	1413.18	1223	95.8701
BGER000540-RA	381	51.4497	0	0
BGER000541-RA	470	95.5594	27	31.3
BGER000542-RA	479	100.18	62	68.5588
BGER000543-RA	654	175.486	28	17.6754
BGER000544-RA	423	71.7769	12	18.5204
BGER000545-RA	1771	1162.18	0	0
BGER000546-RA	839	268.71	38	15.6658
BGER000547-RA	476	98.6648	0	0
BGER000548-RA	756	221.909	0	0
BGER000549-RA	1434	825.178	16	2.14796
BGER000550-RA	358	41.2319	10	26.867
BGER000551-RA	377	49.5795	7	15.6405
BGER000552-RA	547	131.651	0	0
BGER000553-RA	456	88.977	13	16.1853
BGER000554-RA	1486	877.178	236	29.8042
BGER000555-RA	1392	783.178	203	28.7137
BGER000556-RA	1116	507.178	38.5559	8.42139
BGER000557-RA	981	374.739	38	11.2333
BGER000558-RA	786	237.778	32.8246	15.2926
BGER000559-RA	497	108.057	18	18.4532
BGER000560-RA	210	81.6316	0	0
BGER000561-RA	585	149.133	0	0
BGER000562-RA	1199	590.178	2	0.375405
BGER000563-RA	915	321.311	17	5.86107
BGER000564-RA	498	108.667	3	3.05827
BGER000565-RA	183	76.9286	1	1.44001
BGER000566-RA	1299	690.178	1	0.160506
BGER000567-RA	646	172.399	13	8.35339
BGER000568-RA	2997	2388.18	274.863	12.7498
BGER000569-RA	2578	1969.18	1094	61.544
BGER000570-RA	1143	534.178	24	4.97713
BGER000571-RA	1203	594.178	0	0
BGER000572-RA	1098	489.178	124	28.0807
BGER000573-RA	720	204.184	5	2.71271
BGER000574-RA	300	32.7839	2	6.75807
BGER000575-RA	743	214.961	8	4.12271
BGER000576-RA	1724	1115.18	6	0.59602
BGER000577-RA	1833	1224.18	5	0.452459
BGER000578-RA	2420	1811.18	149	9.11337
BGER000579-RA	738	212.457	68	35.4562
BGER000580-RA	1185	576.178	46	8.84412
BGER000581-RA	662	178.923	28	17.3358
BGER000582-RA	360	42.302	10	26.1874
BGER000583-RA	1251	642.178	59	10.1777
BGER000584-RA	774	231.073	37	17.7381
BGER000585-RA	420	70.2801	147	231.707
BGER000586-RA	1908	1299.18	1	0.0852678
BGER000587-RA	3412	2803.18	0	0
BGER000588-RA	2224	1615.18	14	0.960199
BGER000589-RA	2231	1622.18	0	0
BGER000590-RA	1065	456.178	0	0
BGER000591-RA	1162	553.178	1	0.200257
BGER000592-RA	3039	2430.18	26	1.18519
BGER000593-RA	611	159.005	65	45.2852
BGER000594-RA	372	47.2704	0	0
BGER000595-RA	642	170.753	2.82633	1.83362
BGER000596-RA	791	240.457	13.5225	6.22979
BGER000597-RA	615	160.417	14	9.66789
BGER000598-RA	633	166.813	2.3429	1.55588
BGER000599-RA	1548	939.178	0	0
BGER000600-RA	872	290.26	692	264.102
BGER000601-RA	1293	684.178	52	8.41953
BGER000602-RA	1825	1216.18	473	43.0842
BGER000603-RA	306	26.4934	66.8011	279.318
BGER000604-RA	724	205.882	0	0
BGER000605-RA	3366	2757.18	179	7.19187
BGER000606-RA	1248	639.178	217	37.609
BGER000607-RA	365	44.4891	11	27.39
BGER000608-RA	1417	808.178	1	0.137071
BGER000609-RA	840	269.345	36	14.8063
BGER000610-RA	1158	549.178	548	110.54
BGER000611-RA	1846	1237.18	2486	222.599
BGER000612-RA	543	129.691	449	383.521
BGER000613-RA	1000	391.178	109	30.8678
BGER000614-RA	1254	645.178	62	10.6455
BGER000615-RA	858	280.97	11	4.33697
BGER000616-RA	2214	1605.18	51	3.51966
BGER000617-RA	402	61.3934	3	5.41319
BGER000618-RA	753	220.746	1	0.501835
BGER000619-RA	1116	507.178	25.4721	5.56362
BGER000620-RA	801	246.244	247	111.118
BGER000621-RA	1285	676.178	40.9066	6.70172
BGER000622-RA	996	387.45	12	3.43099
BGER000623-RA	1168	559.178	70	13.8676
