target_id	length	eff_length	est_counts	tpm
BGER000330-RA	897	434.434	89	19.8488
BGER000331-RA	693	243.455	96	38.205
BGER000332-RA	696	246.021	0	0
BGER000333-RA	1140	676.388	6	0.859455
BGER000334-RA	917	454.08	46	9.81508
BGER000335-RA	2060	1596.39	123	7.46508
BGER000336-RA	699	248.789	127	49.4585
BGER000337-RA	453	83.6286	204	236.343
BGER000338-RA	2013	1549.39	502.66	31.4327
BGER000339-RA	503	106.987	116	105.05
BGER000340-RA	1521	1057.39	202	18.5091
BGER000341-RA	591	162.6	474	282.439
BGER000342-RA	3357	2893.39	253	8.47192
BGER000343-RA	1573	1109.39	463	40.4358
BGER000344-RA	495	102.45	0	0
BGER000345-RA	2548	2084.39	3946	183.42
BGER000346-RA	2166	1702.39	10	0.569127
BGER000347-RA	573	150.036	1	0.645763
BGER000348-RA	462	87.3204	0	0
BGER000349-RA	639	198.808	23	11.2089
BGER000350-RA	993	529.495	220	40.2559
BGER000351-RA	414	65.5191	0	0
BGER000352-RA	573	150.036	0	0
BGER000353-RA	1542	1078.39	2	0.17969
BGER000354-RA	1116	652.388	159	23.6134
BGER000355-RA	312	27.2145	25	89.0037
BGER000356-RA	480	95.2416	152	154.627
BGER000357-RA	1233	769.388	271	34.1265
BGER000358-RA	876	413.73	237	55.5008
BGER000359-RA	783	324.693	11	3.28238
BGER000360-RA	501	105.979	104	95.0783
BGER000361-RA	675	228.286	33	14.0056
BGER000362-RA	879	416.564	0	0
BGER000363-RA	783	324.693	0	0
BGER000364-RA	1848	1384.39	0	0
BGER000365-RA	1656	1192.39	0	0
BGER000366-RA	279	41.9333	0	0
BGER000367-RA	441	77.8913	0	0
BGER000368-RA	816	355.95	249	67.7763
BGER000369-RA	1237	773.388	238	29.8159
BGER000370-RA	2741	2277.39	162.051	6.8942
BGER000371-RA	933	469.941	0	0
BGER000372-RA	3651	3187.39	2	0.0607943
BGER000373-RA	624	186.88	0	0
BGER000374-RA	1683	1219.39	0	0
BGER000375-RA	840	378.804	2	0.511545
BGER000376-RA	870	407.812	0	0
BGER000377-RA	1194	730.388	139	18.4387
BGER000378-RA	951	487.749	1	0.198642
BGER000379-RA	1055	591.388	135	22.1172
BGER000380-RA	2306	1842.39	72	3.78634
BGER000381-RA	377	49.1613	3	5.91243
BGER000382-RA	2297	1833.39	241	12.7359
BGER000383-RA	648	206.058	235	110.496
BGER000384-RA	453	83.6286	91	105.428
BGER000385-RA	531	122.859	100	78.8609
BGER000386-RA	1388	924.388	0	0
BGER000387-RA	1216	752.388	14	1.80283
BGER000388-RA	312	27.2145	7	24.921
BGER000389-RA	630	191.668	10	5.05497
BGER000390-RA	657	213.459	7	3.17725
BGER000391-RA	150	53.2857	1	1.81827
BGER000392-RA	1398	934.388	0	0
BGER000393-RA	636	196.433	0	0
BGER000394-RA	2091	1627.39	1428	85.0169
BGER000395-RA	1599	1135.39	77	6.57074
BGER000396-RA	1944	1480.39	163.26	10.685
BGER000397-RA	1944	1480.39	464.456	30.3974
BGER000398-RA	1917	1453.39	629.308	41.9517
BGER000399-RA	2010	1546.39	97.4874	6.10799
BGER000400-RA	2034	1570.39	195.6	12.0678
BGER000401-RA	1800	1336.39	305.889	22.1768
BGER000402-RA	1743	1279.39	155	11.7381
BGER000403-RA	1593	1129.39	76	6.51986
BGER000404-RA	1594	1130.39	439	37.6275
BGER000405-RA	870	407.812	256	60.8202
BGER000406-RA	7108	6644.39	453	6.60559
BGER000407-RA	1791	1327.39	106	7.73706
BGER000408-RA	714	261.64	10	3.70309
BGER000409-RA	624	186.88	665	344.767
BGER000410-RA	1157	693.388	14	1.95623
BGER000411-RA	496	103.149	216	202.888
BGER000412-RA	634	194.797	168	83.5592
BGER000413-RA	936	472.893	259	53.0646
BGER000414-RA	4334	3870.39	352	8.81163
BGER000415-RA	2115	1651.39	169	9.9153
BGER000416-RA	1854	1390.39	2064	143.827
BGER000417-RA	900	437.347	44	9.74754
BGER000418-RA	2727	2263.39	585	25.0418
BGER000419-RA	2175	1711.39	1	0.0566134
BGER000420-RA	720	267.012	0	0
BGER000421-RA	360	41.5194	48	112.01
BGER000422-RA	1228	764.388	167	21.1676
BGER000423-RA	500	105.394	0	0
BGER000424-RA	2122	1658.39	2997	175.093
BGER000425-RA	615	179.779	81.641	43.9984
BGER000426-RA	1948	1484.39	153	9.98647
BGER000427-RA	2824	2360.39	696	28.5689
BGER000428-RA	1408	944.388	316	32.4194
BGER000429-RA	765	307.685	67	21.0978
BGER000430-RA	1014	550.388	58	10.21
BGER000431-RA	762	304.904	1	0.317765
BGER000432-RA	1090	626.388	0	0
BGER000433-RA	635	195.626	0	0
BGER000434-RA	1976	1512.39	106.133	6.79916
BGER000435-RA	196	39.2222	0	0
BGER000436-RA	867	405.057	108.602	25.977
BGER000437-RA	2926	2462.39	1265	49.774
BGER000438-RA	576	152.038	111	70.7356
BGER000439-RA	969	505.65	132	25.2925
BGER000440-RA	2598	2134.39	374	16.9772
BGER000441-RA	534	124.619	22	17.1044
BGER000442-RA	2906	2442.39	13	0.5157
BGER000443-RA	1098	634.388	0	0
BGER000444-RA	258	41.5185	1	2.3336
BGER000445-RA	5703	5239.39	7	0.129445
BGER000446-RA	2088	1624.39	12	0.715747
BGER000447-RA	2721	2257.39	12.6686	0.543739
BGER000448-RA	1502	1038.39	5	0.466529
BGER000449-RA	708	256.552	0	0
BGER000450-RA	294	40.4023	0	0
BGER000451-RA	996	532.495	0	0
BGER000452-RA	523	117.994	1	0.821122
BGER000453-RA	1383	919.388	53	5.58528
BGER000454-RA	201	42.7857	1	2.26448
BGER000455-RA	2232	1768.39	12	0.657464
BGER000456-RA	1130	666.388	8	1.16314
BGER000457-RA	1668	1204.39	0	0
BGER000458-RA	1788	1324.39	8.93889	0.653938
BGER000459-RA	1407	943.388	3	0.308105
BGER000460-RA	630	191.668	0	0
BGER000461-RA	1326	862.388	0	0
BGER000462-RA	2730	2266.39	18	0.769496
BGER000463-RA	3792	3328.39	1152.86	33.5591
BGER000464-RA	441	77.8913	0	0
BGER000465-RA	2028	1564.39	15	0.928998
BGER000466-RA	480	95.2416	32	32.553
BGER000467-RA	2672	2208.39	145	6.36152
BGER000468-RA	528	121.194	41	32.777
BGER000469-RA	858	396.297	35	8.55687
BGER000470-RA	1163	699.388	36	4.98715
BGER000471-RA	240	42.3143	22	50.3737
BGER000472-RA	528	121.194	0	0
BGER000473-RA	981	517.547	0	0
BGER000474-RA	1374	910.388	445	47.3589
BGER000475-RA	576	152.038	86	54.8042
BGER000476-RA	766	308.623	68	21.3476
BGER000477-RA	573	150.036	262.683	169.631
BGER000478-RA	1133	669.388	2258.32	326.87
BGER000479-RA	2612	2148.39	25	1.12744
BGER000480-RA	1533	1069.39	136	12.3217
BGER000481-RA	645	203.478	39	18.5701
BGER000482-RA	285	42.439	2	4.56597
BGER000483-RA	1865	1401.39	120	8.29642
BGER000484-RA	384	51.9444	2	3.73043
BGER000485-RA	1347	883.388	24	2.63225
BGER000486-RA	1794	1330.39	47	3.42285
BGER000487-RA	417	67.0153	13	18.7948
BGER000488-RA	1407	943.388	0	0
BGER000489-RA	918	455.08	0	0
BGER000490-RA	816	355.95	0	0
BGER000491-RA	285	42.439	1	2.28298
BGER000492-RA	396	56.9212	0	0
BGER000493-RA	1206	742.388	56	7.30845
BGER000494-RA	1546	1082.39	33	2.95392
BGER000495-RA	885	422.564	84	19.26
BGER000496-RA	777	319.083	0	0
BGER000497-RA	720	267.012	17	6.16858
BGER000498-RA	225	42.3542	0	0
BGER000499-RA	2681	2217.39	15.2424	0.666009
BGER000500-RA	669	223.362	5	2.16884
BGER000501-RA	1869	1405.39	1	0.0689401
BGER000502-RA	2220	1756.39	0	0
BGER000503-RA	1230	766.388	0	0
BGER000504-RA	3729	3265.39	0	0
BGER000505-RA	1914	1450.39	0	0
BGER000506-RA	1374	910.388	0	0
BGER000507-RA	486	98.1394	0	0
BGER000508-RA	591	162.6	0	0
BGER000509-RA	1500	1036.39	0	0
BGER000510-RA	321	29.0063	1	3.34023
BGER000511-RA	1431	967.388	26	2.604
BGER000512-RA	3140	2676.39	383	13.8649
BGER000513-RA	1961	1497.39	139	8.99391
BGER000514-RA	499	104.905	21	19.395
BGER000515-RA	546	132.102	42	30.804
BGER000516-RA	602	170.158	9	5.12458
BGER000517-RA	1011	547.388	9	1.593
BGER000518-RA	1239	775.388	14	1.74935
BGER000519-RA	1867	1403.39	240	16.5692
BGER000520-RA	691	241.81	213	85.344
BGER000521-RA	499	104.905	49	45.255
BGER000522-RA	633	194.032	127	63.416
BGER000523-RA	1878	1414.39	286	19.5914
BGER000524-RA	777	319.083	1047	317.915
BGER000525-RA	282	42.6526	4.8	10.9034
BGER000526-RA	855	393.376	6	1.47778
BGER000527-RA	411	63.9834	0	0
BGER000528-RA	630	191.668	3	1.51649
BGER000529-RA	702	251.58	0	0
BGER000530-RA	643	201.786	18	8.64271
BGER000531-RA	480	95.2416	19	19.3284
BGER000532-RA	318	28.2366	15	51.4691
BGER000533-RA	708	256.552	17	6.4201
BGER000534-RA	480	95.2416	4	4.06913
BGER000535-RA	613	178.321	2	1.08667
BGER000536-RA	4352	3888.39	688.321	17.151
BGER000537-RA	393	55.53	2.0744	3.61937
BGER000538-RA	2213	1749.39	200.568	11.1082
BGER000539-RA	2022	1558.39	357	22.1953
BGER000540-RA	381	50.8515	0	0
BGER000541-RA	470	90.8587	38	40.5214
BGER000542-RA	479	94.8312	51	52.1059
BGER000543-RA	654	210.846	667	306.498
BGER000544-RA	423	69.448	58	80.9163
BGER000545-RA	1771	1307.39	1	0.0741077
BGER000546-RA	839	377.804	4	1.0258
BGER000547-RA	476	93.4284	4	4.1481
BGER000548-RA	756	299.426	0	0
BGER000549-RA	1434	970.388	92	9.18566
BGER000550-RA	358	40.7501	9	21.3984
BGER000551-RA	377	49.1613	0	0
BGER000552-RA	547	132.813	0	0
BGER000553-RA	456	84.9688	114	129.991
BGER000554-RA	1486	1022.39	144	13.6463
BGER000555-RA	1392	928.388	770	80.358
BGER000556-RA	1116	652.388	88.159	13.0927
BGER000557-RA	981	517.547	95	17.7845
BGER000558-RA	786	327.495	10	2.95845
BGER000559-RA	497	103.799	80	74.6733
BGER000560-RA	210	47.4516	0	0
BGER000561-RA	585	158.253	0	0
BGER000562-RA	1199	735.388	1	0.13175
BGER000563-RA	915	452.125	209	44.7874
BGER000564-RA	498	104.384	0	0
BGER000565-RA	183	34.8095	2	5.56673
BGER000566-RA	1299	835.388	6	0.695875
BGER000567-RA	646	204.324	119	56.4281
BGER000568-RA	2997	2533.39	608.83	23.2843
BGER000569-RA	2578	2114.39	150	6.87345
BGER000570-RA	1143	679.388	11	1.56871
BGER000571-RA	1203	739.388	0	0
BGER000572-RA	1098	634.388	0	0
BGER000573-RA	720	267.012	0	0
BGER000574-RA	300	31.0942	0	0
BGER000575-RA	743	287.413	43	14.4954
BGER000576-RA	1724	1260.39	71	5.45786
BGER000577-RA	1833	1369.39	47	3.32537
BGER000578-RA	2420	1956.39	355	17.5809
BGER000579-RA	738	282.792	522	178.843
BGER000580-RA	1185	721.388	27	3.62629
BGER000581-RA	662	217.559	169	75.2623
BGER000582-RA	360	41.5194	60	140.013
BGER000583-RA	1251	787.388	72	8.85955
BGER000584-RA	774	316.083	138	42.3005
BGER000585-RA	420	68.0449	92	130.997
BGER000586-RA	1908	1444.39	2	0.134157
BGER000587-RA	3412	2948.39	0	0
BGER000588-RA	2224	1760.39	664	36.545
BGER000589-RA	2231	1767.39	157	8.60668
BGER000590-RA	1065	601.388	0	0
BGER000591-RA	1162	698.388	0	0
BGER000592-RA	3039	2575.39	8	0.300965
BGER000593-RA	611	176.76	15	8.22198
BGER000594-RA	372	46.9388	0	0
BGER000595-RA	642	200.961	0	0
BGER000596-RA	791	332.16	1.3789	0.40221
BGER000597-RA	615	179.779	1	0.538926
BGER000598-RA	633	194.032	0	0
BGER000599-RA	1548	1084.39	1	0.0893477
BGER000600-RA	872	409.812	977	230.982
BGER000601-RA	1293	829.388	94	10.9809
BGER000602-RA	1825	1361.39	696	49.5331
BGER000603-RA	306	27.8584	63	219.105
BGER000604-RA	724	270.293	0	0
BGER000605-RA	3366	2902.39	361	12.0509
BGER000606-RA	1248	784.388	150	18.528
BGER000607-RA	365	43.7866	8	17.7018
BGER000608-RA	1417	953.388	9	0.91462
BGER000609-RA	840	378.804	226	57.8046
BGER000610-RA	1158	694.388	252	35.1614
BGER000611-RA	1846	1382.39	555	38.8983
BGER000612-RA	543	130.544	951	705.814
BGER000613-RA	1000	536.388	170	30.707
BGER000614-RA	1254	790.388	54	6.61944
BGER000615-RA	858	396.297	26	6.35654
BGER000616-RA	2214	1750.39	85	4.70492
BGER000617-RA	402	59.8074	0	0
BGER000618-RA	753	296.699	0	0
BGER000619-RA	1116	652.388	2.04361	0.3035
BGER000620-RA	801	341.618	243	68.9182
BGER000621-RA	1285	821.388	45.5699	5.37523
BGER000622-RA	996	532.495	2	0.363901
BGER000623-RA	1168	704.388	237	32.599
BGER000624-RA	753	296.699	31	10.1231
