target_id	length	eff_length	est_counts	tpm
BGER000091-RA	225	76.7778	0	0
BGER000092-RA	2790	2073.01	1	0.140493
BGER000093-RA	222	73.7778	0	0
BGER000094-RA	222	73.7778	0	0
BGER000095-RA	222	73.7778	0	0
BGER000096-RA	222	73.7778	0	0
BGER000097-RA	1078	361.007	8	6.45403
BGER000098-RA	783	169.559	5	8.58826
BGER000099-RA	1044	327.007	5	4.45317
BGER000100-RA	912	228.184	10	12.7635
BGER000101-RA	419	69.7273	17	71.0071
BGER000102-RA	2859	2142.01	89.3351	12.1467
BGER000103-RA	973	264.29	134	147.666
BGER000104-RA	1534	817.007	2	0.712952
BGER000105-RA	1311	594.007	68	33.3406
BGER000106-RA	654	126.602	6	13.8027
BGER000107-RA	1224	507.007	11	6.3188
BGER000108-RA	831	189.279	18	27.6966
BGER000109-RA	660	128.56	50	113.271
BGER000110-RA	864	204.201	38	54.1979
BGER000111-RA	824	186.087	28	43.8225
BGER000112-RA	621	119.726	95.8247	233.102
BGER000113-RA	1851	1134.01	19.6212	5.03924
BGER000114-RA	705	140.175	5	10.3885
BGER000115-RA	3927	3210.01	39	3.53846
BGER000116-RA	1983	1266.01	34	7.82166
BGER000117-RA	828	187.785	122	189.215
BGER000118-RA	4470	3753.01	87	6.75143
BGER000119-RA	1711	994.007	115.347	33.7965
BGER000120-RA	2451	1734.01	0	0
BGER000121-RA	1489	772.007	2	0.75451
BGER000122-RA	830	188.834	1	1.54233
BGER000123-RA	552	106.01	0	0
BGER000124-RA	1339	622.007	3	1.4047
BGER000125-RA	6621	5904.01	120.494	5.94395
BGER000126-RA	552	106.01	0	0
BGER000127-RA	486	93.0791	0	0
BGER000128-RA	684	133.701	3	6.53494
BGER000129-RA	1020	303.007	5	4.80589
BGER000130-RA	1923	1206.01	34	8.21079
BGER000131-RA	867	205.641	6	8.49761
BGER000132-RA	394	61.0113	0	0
BGER000133-RA	621	119.726	0	0
BGER000134-RA	582	114.084	1	2.55288
BGER000135-RA	2154	1437.01	11	2.22941
BGER000136-RA	1002	285.007	5.39272	5.51072
BGER000137-RA	525	101.987	2.51049	7.16915
BGER000138-RA	1263	546.007	0	0
BGER000139-RA	1433	716.007	18	7.32169
BGER000140-RA	2232	1515.01	406	78.049
BGER000141-RA	396	61.1269	29	138.172
BGER000142-RA	1402	685.007	1	0.425169
BGER000143-RA	3009	2292.01	0	0
BGER000144-RA	1119	402.007	0	0
BGER000145-RA	3018	2301.01	4	0.506288
BGER000146-RA	624	120.267	7	16.9515
BGER000147-RA	333	46.5297	0	0
BGER000148-RA	2621	1904.01	1	0.152963
BGER000149-RA	2187	1470.01	0	0
BGER000150-RA	1392	675.007	58	25.0251
BGER000151-RA	1820	1103.01	139	36.7022
BGER000152-RA	2303	1586.01	11	2.01996
BGER000153-RA	2305	1588.01	5	0.917009
BGER000154-RA	785	170.121	22	37.6635
BGER000155-RA	1716	999.007	27	7.87139
BGER000156-RA	2253	1536.01	48	9.10131
BGER000157-RA	1002	285.007	32	32.7002
BGER000158-RA	305	45.62	1	6.38411
BGER000159-RA	1350	633.007	74	34.047
BGER000160-RA	507	98.4542	12	35.4979
BGER000161-RA	1110	393.007	3	2.22319
BGER000162-RA	1716	999.007	0	0
BGER000163-RA	222	73.7778	0	0
BGER000164-RA	1494	777.007	25	9.37068
BGER000165-RA	3663	2946.01	101.823	10.0662
BGER000166-RA	404	63.493	1	4.58701
BGER000167-RA	720	144.541	0	0
BGER000168-RA	360	53.6473	1	5.42885
BGER000169-RA	303	46.4468	0	0
BGER000170-RA	1710	993.007	26	7.62565
BGER000171-RA	1947	1230.01	0	0
BGER000172-RA	1818	1101.01	7	1.85167
BGER000173-RA	1317	600.007	55	26.697
BGER000174-RA	1455	738.007	324	127.862
BGER000175-RA	537	104.091	6	16.7878
BGER000176-RA	942	245.132	2	2.37622
BGER000177-RA	929	237.554	43	52.7184
BGER000178-RA	1880	1163.01	180	45.0761
BGER000179-RA	393	60.1471	0	0
BGER000180-RA	1958	1241.01	47	11.0301
BGER000181-RA	378	56.2137	2	10.362
BGER000182-RA	231	74.7	6	23.393
BGER000183-RA	471	88.9919	1	3.27269
BGER000184-RA	435	76.847	0	0
BGER000185-RA	336	47.5596	0	0
BGER000186-RA	465	87.4902	0	0
BGER000187-RA	2052	1335.01	11	2.39975
BGER000188-RA	471	88.9919	0	0
BGER000189-RA	444	80.1624	0	0
BGER000190-RA	963	258.099	0	0
BGER000191-RA	1251	534.007	0	0
BGER000192-RA	306	45.7255	9	57.3245
BGER000193-RA	150	52.875	0	0
BGER000194-RA	642	124.252	0	0
BGER000195-RA	674	130.958	0	0
BGER000196-RA	5315	4598.01	253	16.0253
BGER000197-RA	1542	825.007	82	28.9476
BGER000198-RA	324	43.4506	17	113.949
BGER000199-RA	876	209.612	25	34.736
BGER000200-RA	1716	999.007	0	0
BGER000201-RA	186	65	0	0
BGER000202-RA	1234	517.007	0	0
BGER000203-RA	1266	549.007	2	1.06098
BGER000204-RA	1857	1140.01	1	0.255475
BGER000205-RA	1053	336.007	0	0
BGER000206-RA	570	111.651	0	0
BGER000207-RA	378	56.2137	0	0
BGER000208-RA	421	70.5206	0	0
BGER000209-RA	588	114.548	0	0
BGER000210-RA	1104	387.007	0	0
BGER000211-RA	1017	300.007	0	0
BGER000212-RA	1275	558.007	0	0
BGER000213-RA	624	120.267	0	0
BGER000214-RA	432	74.7762	0	0
BGER000215-RA	3768	3051.01	62	5.9184
BGER000216-RA	2769	2052.01	62	8.79972
BGER000217-RA	759	159.197	50	91.4724
BGER000218-RA	678	132.272	8	17.6148
BGER000219-RA	2271	1554.01	31.4242	5.88935
BGER000220-RA	1082	365.007	44	35.1081
BGER000221-RA	660	128.56	0	0
BGER000222-RA	610	117.975	1	2.46868
BGER000223-RA	1525	808.007	33	11.8947
BGER000224-RA	1878	1161.01	0	0
BGER000225-RA	639	123.757	0	0
BGER000226-RA	1878	1161.01	85	21.3226
BGER000227-RA	1662	945.007	106	32.6683
BGER000228-RA	845	195.874	2	2.97377
BGER000229-RA	1025	308.007	17	16.0748
BGER000230-RA	1149	432.007	1	0.674164
BGER000231-RA	645	124.635	15.6358	36.5372
BGER000232-RA	1061	344.007	232	196.416
BGER000233-RA	480	90.7137	14	44.9481
BGER000234-RA	756	157.983	0	0
BGER000235-RA	1107	390.007	12	8.96118
BGER000236-RA	498	96.7171	0	0
BGER000237-RA	1134	417.007	33	23.0477
BGER000238-RA	1464	747.007	29	11.3065
BGER000239-RA	1632	915.007	17	5.41104
BGER000240-RA	901	222.741	19	24.8433
BGER000241-RA	493	95.1862	0	0
BGER000242-RA	678	132.272	5	11.0092
BGER000243-RA	1445	728.007	68.4845	27.3976
BGER000244-RA	446	80.5718	13	46.9911
BGER000245-RA	1228	511.007	69	39.3259
BGER000246-RA	1424	707.007	26	10.7104
BGER000247-RA	297	55.7681	0	0
BGER000248-RA	1080	363.007	22	17.6508
BGER000249-RA	360	53.6473	10	54.2885
BGER000250-RA	2622	1905.01	487	74.454
BGER000251-RA	1047	330.007	55	48.5396
BGER000252-RA	363	54.3693	0	0
BGER000253-RA	936	241.821	2	2.40875
BGER000254-RA	923	233.8	147	183.117
BGER000255-RA	870	206.875	172	242.146
BGER000256-RA	1390	673.007	38	16.4445
BGER000257-RA	878	210.577	5	6.91536
BGER000258-RA	1174	457.007	23	14.6575
BGER000259-RA	2352	1635.01	96	17.1005
BGER000260-RA	617	118.806	0	0
BGER000261-RA	8741	8024.01	177.359	6.4375
BGER000262-RA	607	116.96	5	12.4506
BGER000263-RA	928	236.894	0	0
BGER000264-RA	1766	1049.01	9	2.49873
BGER000265-RA	390	59.4729	4	19.5883
BGER000266-RA	466	88.0655	27	89.2922
BGER000267-RA	1905	1188.01	0	0
BGER000268-RA	774	166.109	0	0
BGER000269-RA	452	82.895	5.10788	17.946
BGER000270-RA	1026	309.007	5.05129	4.76091
BGER000271-RA	1008	291.007	0	0
BGER000272-RA	766	162.386	0	0
BGER000273-RA	1881	1164.01	7	1.75145
BGER000274-RA	492	95.2069	1	3.05906
BGER000275-RA	1222	505.007	4	2.30685
BGER000276-RA	798	175.668	30	49.7377
BGER000277-RA	2601	1884.01	9	1.39128
BGER000278-RA	1239	522.007	0	0
BGER000279-RA	681	133.16	0	0
BGER000280-RA	3062	2345.01	20.2566	2.51581
BGER000281-RA	1583	866.007	226	76.0052
BGER000282-RA	1784	1067.01	10	2.72954
BGER000283-RA	663	129.093	0	0
BGER000284-RA	1212	495.007	5	2.94181
BGER000285-RA	582	114.084	3.34575	8.54131
BGER000286-RA	456	84.7913	1	3.43482
BGER000287-RA	963	258.099	2	2.25683
BGER000288-RA	2586	1869.01	7	1.09079
BGER000289-RA	1434	717.007	0	0
BGER000290-RA	3099	2382.01	11	1.34495
BGER000291-RA	594	114.93	1	2.5341
BGER000292-RA	1611	894.007	3	0.977319
BGER000293-RA	759	159.197	2	3.6589
BGER000294-RA	2615	1898.01	8.1024	1.24329
BGER000295-RA	2445	1728.01	1	0.168543
BGER000296-RA	732	148.45	0	0
BGER000297-RA	565	109.533	2	5.31791
BGER000298-RA	447	80.7852	0	0
BGER000299-RA	1385	668.007	46	20.0555
BGER000300-RA	1287	570.007	6	3.06568
BGER000301-RA	1057	340.007	0	0
BGER000302-RA	1071	354.007	35	28.7947
BGER000303-RA	714	142.984	0	0
BGER000304-RA	2147	1430.01	361.469	73.6187
BGER000305-RA	3581	2864.01	139	14.135
BGER000306-RA	291	69.66	0	0
BGER000307-RA	551	105.392	0	0
BGER000308-RA	1276	559.007	39.3053	20.4781
BGER000309-RA	899	221.52	0	0
BGER000310-RA	1164	447.007	1.2179	0.793512
BGER000311-RA	1401	684.007	3	1.27737
BGER000312-RA	698	138.077	0	0
BGER000313-RA	1313	596.007	19	9.2845
BGER000314-RA	281	71.9762	2	8.09277
BGER000315-RA	844	195.586	134	199.537
BGER000316-RA	2239	1522.01	2	0.38271
BGER000317-RA	585	113.929	0	0
BGER000318-RA	975	265.854	5.2128	5.71062
BGER000319-RA	1111	394.007	0	0
BGER000320-RA	248	72.8846	6	23.9757
BGER000321-RA	399	62.0317	0	0
BGER000322-RA	1047	330.007	40.8388	36.0418
BGER000323-RA	7503	6786.01	76.1683	3.26901
BGER000324-RA	4733	4016.01	18	1.30537
BGER000325-RA	267	73.2353	3	11.9304
BGER000326-RA	1776	1059.01	3.19993	0.880031
BGER000327-RA	3915	3198.01	240.572	21.909
BGER000328-RA	955	253.244	25	28.7512
BGER000329-RA	492	95.2069	4.86292	14.876
BGER000330-RA	897	219.961	18	23.8333
BGER000331-RA	693	135.916	21	44.9993
BGER000332-RA	696	137.14	0	0
BGER000333-RA	1140	423.007	3	2.06552
BGER000334-RA	917	230.846	17	21.4478
BGER000335-RA	2060	1343.01	51	11.0598
BGER000336-RA	699	138.115	22	46.3914
BGER000337-RA	453	83.5617	128	446.127
BGER000338-RA	2013	1296.01	91	20.4498
BGER000339-RA	503	97.298	50	149.666
BGER000340-RA	1521	804.007	77	27.8925
BGER000341-RA	591	114.784	315	799.252
BGER000342-RA	3357	2640.01	49	5.40564
BGER000343-RA	1573	856.007	102	34.7039
BGER000344-RA	495	95.8069	1	3.0399
BGER000345-RA	2548	1831.01	1501	238.752
BGER000346-RA	2166	1449.01	1	0.200995
BGER000347-RA	573	112.271	0	0
BGER000348-RA	462	86.7322	0	0
BGER000349-RA	639	123.757	2	4.70668
BGER000350-RA	993	277.717	69	72.3605
BGER000351-RA	414	67.6296	0	0
BGER000352-RA	573	112.271	0	0
BGER000353-RA	1542	825.007	5	1.7651
BGER000354-RA	1116	399.007	119	86.8606
BGER000355-RA	312	43.8607	8	53.1215
BGER000356-RA	480	90.7137	41	131.634
BGER000357-RA	1233	516.007	64	36.1227
BGER000358-RA	876	209.612	36	50.0198
BGER000359-RA	783	169.559	7	12.0236
BGER000360-RA	501	96.6042	24	72.3554
BGER000361-RA	675	131.405	3	6.64914
BGER000362-RA	879	211.241	0	0
BGER000363-RA	783	169.559	0	0
BGER000364-RA	1848	1131.01	0	0
BGER000365-RA	1656	939.007	0	0
BGER000366-RA	279	69.9762	0	0
BGER000367-RA	441	78.8796	0	0
BGER000368-RA	816	182.603	78	124.407
BGER000369-RA	1237	520.007	145	81.211
BGER000370-RA	2741	2024.01	90.0756	12.9614
BGER000371-RA	933	240.006	0	0
BGER000372-RA	3651	2934.01	0	0
BGER000373-RA	624	120.267	1	2.42164
BGER000374-RA	1683	966.007	0	0
BGER000375-RA	840	193.297	2	3.01342
BGER000376-RA	870	206.875	0	0
BGER000377-RA	1194	477.007	40	24.4226
BGER000378-RA	951	250.659	0	0
BGER000379-RA	1055	338.007	66	56.8689
BGER000380-RA	2306	1589.01	18	3.29915
BGER000381-RA	377	56.2933	0	0
BGER000382-RA	2297	1580.01	94	17.3271
BGER000383-RA	648	125.833	105	243.024
BGER000384-RA	453	83.5617	18	62.7366
BGER000385-RA	531	103.466	13	36.5931
BGER000386-RA	1388	671.007	0	0
BGER000387-RA	1216	499.007	10	5.83646
BGER000388-RA	312	43.8607	2	13.2804
BGER000389-RA	630	121.391	5	11.9961
BGER000390-RA	657	127.425	1	2.2856
BGER000391-RA	150	52.875	1	5.50815
BGER000392-RA	1398	681.007	0	0
BGER000393-RA	636	122.97	0	0
BGER000394-RA	2091	1374.01	396	83.9387
BGER000395-RA	1599	882.007	9	2.97185
BGER000396-RA	1944	1227.01	32.1572	7.63286
BGER000397-RA	1944	1227.01	145.712	34.5864
BGER000398-RA	1917	1200.01	172	41.7446
BGER000399-RA	2010	1293.01	28.1305	6.33625
BGER000400-RA	2034	1317.01	38	8.40333
BGER000401-RA	1800	1083.01	69	18.5555
BGER000402-RA	1743	1026.01	20	5.67722
BGER000403-RA	1593	876.007	20	6.64934
BGER000404-RA	1594	877.007	72	23.9103
BGER000405-RA	870	206.875	98	137.967
BGER000406-RA	7108	6391.01	86	3.91909
BGER000407-RA	1791	1074.01	21	5.69467
BGER000408-RA	714	142.984	6	12.2214
BGER000409-RA	624	120.267	99	239.742
BGER000410-RA	1157	440.007	4	2.64763
BGER000411-RA	496	95.8953	30	91.1128
BGER000412-RA	634	122.417	28	66.6149
BGER000413-RA	936	241.821	25	30.1094
BGER000414-RA	4334	3617.01	55	4.42863
BGER000415-RA	2115	1398.01	63	13.1246
BGER000416-RA	1854	1137.01	599	153.433
BGER000417-RA	900	222.131	26	34.0895
BGER000418-RA	2727	2010.01	160	23.1835
BGER000419-RA	2175	1458.01	0	0
BGER000420-RA	720	144.541	0	0
BGER000421-RA	360	53.6473	0	0
BGER000422-RA	1228	511.007	21	11.9687
BGER000423-RA	500	96.4821	0	0
BGER000424-RA	2122	1405.01	801	166.039
BGER000425-RA	615	118.62	30	73.6577
BGER000426-RA	1948	1231.01	52	12.3027
BGER000427-RA	2824	2107.01	209	28.8892
BGER000428-RA	1408	691.007	64	26.9745
BGER000429-RA	765	161.978	16	28.7686
BGER000430-RA	1014	297.007	12	11.7671
BGER000431-RA	762	160.615	0	0
BGER000432-RA	1090	373.007	1	0.780799
BGER000433-RA	635	122.754	0	0
BGER000434-RA	1976	1259.01	119	27.528
BGER000435-RA	196	61.3333	0	0
BGER000436-RA	867	205.641	53.7457	76.1184
BGER000437-RA	2926	2209.01	426	56.1653
BGER000438-RA	576	112.643	12	31.0266
BGER000439-RA	969	261.428	43	47.9041
BGER000440-RA	2598	1881.01	88	13.6254
BGER000441-RA	534	103.892	6	16.82
BGER000442-RA	2906	2189.01	0	0
BGER000443-RA	1098	381.007	1	0.764405
BGER000444-RA	258	68.4688	0	0
BGER000445-RA	5703	4986.01	0	0
BGER000446-RA	2088	1371.01	3	0.637291
BGER000447-RA	2721	2004.01	12.1414	1.76452
BGER000448-RA	1502	785.007	0	0
BGER000449-RA	708	141.074	0	0
BGER000450-RA	294	60.7833	1	4.7915
BGER000451-RA	996	279.962	1	1.04029
BGER000452-RA	523	101.138	0	0
BGER000453-RA	1383	666.007	26	11.3697
BGER000454-RA	201	66.3333	0	0
BGER000455-RA	2232	1515.01	18	3.4603
BGER000456-RA	1130	413.007	1	0.705178
BGER000457-RA	1668	951.007	0	0
BGER000458-RA	1788	1071.01	13.5444	3.68319
BGER000459-RA	1407	690.007	1	0.422088
BGER000460-RA	630	121.391	0	0
BGER000461-RA	1326	609.007	1	0.478227
BGER000462-RA	2730	2013.01	12	1.73617
BGER000463-RA	3792	3075.01	401.276	38.0061
BGER000464-RA	441	78.8796	0	0
BGER000465-RA	2028	1311.01	3	0.666457
BGER000466-RA	480	90.7137	13	41.7375
BGER000467-RA	2672	1955.01	30	4.46919
BGER000468-RA	528	102.784	3	8.50065
BGER000469-RA	858	202.167	11	15.8467
BGER000470-RA	1163	446.007	5	3.26501
BGER000471-RA	240	70.7917	0	0
BGER000472-RA	528	102.784	0	0
BGER000473-RA	981	269.963	0	0
BGER000474-RA	1374	657.007	210	93.0905
BGER000475-RA	576	112.643	22	56.8821
BGER000476-RA	766	162.386	10	17.9352
BGER000477-RA	573	112.271	23	59.6645
BGER000478-RA	1133	416.007	1120	784.104
BGER000479-RA	2612	1895.01	29	4.457
BGER000480-RA	1533	816.007	36	12.8489
BGER000481-RA	645	124.635	19	44.3986
BGER000482-RA	285	71.0222	1	4.10073
BGER000483-RA	1865	1148.01	46	11.67
BGER000484-RA	384	57.7114	12	60.5586
BGER000485-RA	1347	630.007	21	9.70801
BGER000486-RA	1794	1077.01	33	8.92383
BGER000487-RA	417	68.328	3	12.7873
BGER000488-RA	1407	690.007	0	0
BGER000489-RA	918	231.351	0	0
BGER000490-RA	816	182.603	0	0
BGER000491-RA	285	71.0222	0	0
BGER000492-RA	396	61.1269	0	0
BGER000493-RA	1206	489.007	2	1.19116
BGER000494-RA	1546	829.007	22	7.72895
BGER000495-RA	885	214.186	35	47.5918
BGER000496-RA	777	167.203	0	0
BGER000497-RA	720	144.541	2	4.02991
BGER000498-RA	225	76.7778	0	0
BGER000499-RA	2681	1964.01	13.1612	1.95168
BGER000500-RA	669	129.809	3	6.7309
BGER000501-RA	1869	1152.01	2	0.505628
BGER000502-RA	2220	1503.01	0	0
BGER000503-RA	1230	513.007	0	0
BGER000504-RA	3729	3012.01	3	0.290082
BGER000505-RA	1914	1197.01	0	0
BGER000506-RA	1374	657.007	0	0
BGER000507-RA	486	93.0791	0	0
BGER000508-RA	591	114.784	0	0
BGER000509-RA	1500	783.007	0	0
BGER000510-RA	321	44.3919	1	6.56073
BGER000511-RA	1431	714.007	15	6.1185
BGER000512-RA	3140	2423.01	81	9.73613
BGER000513-RA	1961	1244.01	92	21.5388
BGER000514-RA	499	96.9059	1	3.00542
BGER000515-RA	546	104.86	1	2.77746
BGER000516-RA	602	115.269	1	2.52664
BGER000517-RA	1011	294.007	1	0.990601
BGER000518-RA	1239	522.007	9	5.02137
BGER000519-RA	1867	1150.01	75	18.994
BGER000520-RA	691	135.671	50	107.335
BGER000521-RA	499	96.9059	6	18.0325
BGER000522-RA	633	122.249	38	90.5303
BGER000523-RA	1878	1161.01	90	22.5769
BGER000524-RA	777	167.203	372	647.968
BGER000525-RA	282	72.9762	1	3.99093
BGER000526-RA	855	200.665	1	1.45139
BGER000527-RA	411	66.7363	0	0
BGER000528-RA	630	121.391	1	2.39921
BGER000529-RA	702	139.361	0	0
BGER000530-RA	643	124.216	7	16.4126
BGER000531-RA	480	90.7137	8	25.6846
BGER000532-RA	318	44.471	6	39.2943
BGER000533-RA	708	141.074	4	8.25791
BGER000534-RA	480	90.7137	0	0
BGER000535-RA	613	118.317	0	0
BGER000536-RA	4352	3635.01	332.181	26.6149
BGER000537-RA	393	60.1471	0.00180091	0.00872036
BGER000538-RA	2213	1496.01	75.4716	14.6928
BGER000539-RA	2022	1305.01	155	34.5919
BGER000540-RA	381	57.5372	0	0
BGER000541-RA	470	88.9192	7	22.9276
BGER000542-RA	479	90.1955	4	12.9161
BGER000543-RA	654	126.602	214	492.297
BGER000544-RA	423	71.5542	30	122.107
BGER000545-RA	1771	1054.01	0	0
BGER000546-RA	839	192.955	9	13.5845
BGER000547-RA	476	89.7304	2	6.49152
BGER000548-RA	756	157.983	0	0
BGER000549-RA	1434	717.007	41	16.6539
BGER000550-RA	358	53.4098	2	10.906
BGER000551-RA	377	56.2933	0	0
BGER000552-RA	547	104.939	2	5.55071
BGER000553-RA	456	84.7913	31	106.48
BGER000554-RA	1486	769.007	90	34.0854
BGER000555-RA	1392	675.007	256	110.456
BGER000556-RA	1116	399.007	32.2122	23.5123
BGER000557-RA	981	269.963	31	33.4436
BGER000558-RA	786	170.652	10	17.0665
BGER000559-RA	497	96.351	35	105.796
BGER000560-RA	210	75.3333	0	0
BGER000561-RA	585	113.929	1	2.55636
BGER000562-RA	1199	482.007	0	0
BGER000563-RA	915	229.73	132	167.345
BGER000564-RA	498	96.7171	3	9.03387
BGER000565-RA	183	67.8182	0	0
BGER000566-RA	1299	582.007	0	0
BGER000567-RA	646	124.85	4	9.33097
BGER000568-RA	2997	2280.01	160	20.4381
BGER000569-RA	2578	1861.01	141	22.0662
BGER000570-RA	1143	426.007	5	3.41829
BGER000571-RA	1203	486.007	0	0
BGER000572-RA	1098	381.007	2	1.52881
BGER000573-RA	720	144.541	0	0
BGER000574-RA	300	46.9885	0	0
BGER000575-RA	743	153.233	4	7.60263
BGER000576-RA	1724	1007.01	3	0.86765
BGER000577-RA	1833	1116.01	8	2.08775
BGER000578-RA	2420	1703.01	93	15.9046
BGER000579-RA	738	151.172	91	175.318
BGER000580-RA	1185	468.007	7	4.35614
BGER000581-RA	662	128.642	40	90.559
BGER000582-RA	360	53.6473	19	103.148
BGER000583-RA	1251	534.007	31	16.9072
BGER000584-RA	774	166.109	34	59.6132
BGER000585-RA	420	70.1231	52	215.972
BGER000586-RA	1908	1191.01	0	0
BGER000587-RA	3412	2695.01	0	0
BGER000588-RA	2224	1507.01	170	32.8541
BGER000589-RA	2231	1514.01	36	6.92517
BGER000590-RA	1065	348.007	0	0
BGER000591-RA	1162	445.007	0	0
BGER000592-RA	3039	2322.01	4	0.50171
BGER000593-RA	611	118.13	15	36.9817
BGER000594-RA	372	55.9696	0	0
BGER000595-RA	642	124.252	2.94962	6.9138
BGER000596-RA	791	173.144	0	0
BGER000597-RA	615	118.62	2	4.91051
BGER000598-RA	633	122.249	0	0
BGER000599-RA	1548	831.007	0	0
BGER000600-RA	872	207.968	337	471.943
BGER000601-RA	1293	576.007	38	19.2137
BGER000602-RA	1825	1108.01	217	57.0392
BGER000603-RA	306	45.7255	24.6069	156.731
BGER000604-RA	724	145.986	2	3.99001
BGER000605-RA	3366	2649.01	136	14.9524
BGER000606-RA	1248	531.007	102	55.9443
BGER000607-RA	365	54.3423	3	16.0783
BGER000608-RA	1417	700.007	1	0.416058
BGER000609-RA	840	193.297	23	34.6544
BGER000610-RA	1158	441.007	82	54.1533
BGER000611-RA	1846	1129.01	373	96.2206
BGER000612-RA	543	104.943	428	1187.81
BGER000613-RA	1000	283.007	75	77.1828
BGER000614-RA	1254	537.007	24	13.0163
BGER000615-RA	858	202.167	8	11.5248
BGER000616-RA	2214	1497.01	56	10.8948
BGER000617-RA	402	62.1169	0	0
BGER000618-RA	753	156.746	0	0
BGER000619-RA	1116	399.007	3.06665	2.23841
BGER000620-RA	801	176.843	84	138.34
BGER000621-RA	1285	568.007	12	6.15295
BGER000622-RA	996	279.962	0	0
BGER000623-RA	1168	451.007	93	60.0559
BGER000624-RA	753	156.746	8	14.8644
BGER000625-RA	693	135.916	5	10.7141
BGER000626-RA	1923	1206.01	1	0.241494
BGER000627-RA	1311	594.007	14	6.86424
BGER000628-RA	1872	1155.01	30	7.56472
BGER000629-RA	1989	1272.01	13	2.97653
BGER000630-RA	927	236.339	0	0
